site_id,data_hub,igbp,un_subregion,continent,first_year,last_year,span_years,n_years_valid_nee,pct_coverage,currently_selected,gez_name,gez_code,kg_class,kg_second,kg_main,mat_worldclim,map_worldclim,aridity_index,aridity_class
US-YK2,AmeriFlux,WET,Northern America,Americas,2019,2025,6,2,33.3,FALSE,Polar,50,NA,NA,NA,-0.9526666402816772,530,1.2022,Humid
AR-TF1,AmeriFlux,WET,Latin America and the Caribbean,Americas,2016,2018,2,1,50,FALSE,NA,NA,NA,NA,NA,5.317324638366699,658,1.2126,Humid
AR-TF2,AmeriFlux,WET,Latin America and the Caribbean,Americas,2016,2018,2,1,50,FALSE,Temperate oceanic forest,31,NA,NA,NA,3.1710000038146973,596,0.9117,Humid
CA-LU1,AmeriFlux,OSH,Northern America,Americas,2020,2023,3,1,33.3,FALSE,Boreal tundra woodland,42,Dfc,Df,D,-1.9755001068115232,350,0.5538,Dry sub-humid
CA-PB2,AmeriFlux,WET,Northern America,Americas,2017,2024,7,1,14.3,FALSE,Boreal tundra woodland,42,Dfc,Df,D,-3.964999914169311,524,1.0873,Humid
CA-SCB,AmeriFlux,WET,Northern America,Americas,2014,2019,5,1,20,FALSE,Boreal tundra woodland,42,Dfc,Df,D,-2.505500078201294,414,0.7012,Humid
US-A32,AmeriFlux,GRA,Northern America,Americas,2015,2017,2,1,50,FALSE,Temperate steppe,33,Cfa,Cf,C,14.78616714477539,816,0.5117,Dry sub-humid
US-A37,AmeriFlux,CVM,Northern America,Americas,2024,2024,0,1,NA,FALSE,Temperate steppe,33,Cfa,Cf,C,14.889666557312012,822,0.5298,Dry sub-humid
US-A39,AmeriFlux,CRO,Northern America,Americas,2024,2024,0,1,NA,FALSE,Subtropical steppe,23,Csa,Cs,C,15.122833251953123,999,0.6783,Humid
US-ADR,AmeriFlux,BSV,Northern America,Americas,2011,2017,6,1,16.7,FALSE,Subtropical desert,24,Bwh,Bw,B,17.0364990234375,108,0.045,Hyper-arid
US-CF3,AmeriFlux;LTAR;Phenocam,CRO,Northern America,Americas,2017,2021,4,1,25,FALSE,Temperate desert,34,Dsb,Ds,D,8.420332908630371,559,0.5761,Dry sub-humid
US-CF4,AmeriFlux;LTAR;Phenocam,CRO,Northern America,Americas,2017,2021,4,1,25,FALSE,Temperate desert,34,Dsb,Ds,D,8.420332908630371,559,0.5761,Dry sub-humid
US-Cms,AmeriFlux,WET,Northern America,Americas,1999,2005,6,1,16.7,FALSE,Polar,50,ET,ET,E,-11.972222328186035,107,0.5643,Dry sub-humid
US-CS2,AmeriFlux,ENF,Northern America,Americas,2018,2022,4,1,25,FALSE,Temperate continental forest,32,Dfa,Df,D,6.723499774932861,809,0.9302,Humid
US-DFK,AmeriFlux,CRO,Northern America,Americas,2018,2020,2,1,50,FALSE,Temperate continental forest,32,Dfb,Df,D,7.320833206176758,799,0.8886,Humid
US-DS1,AmeriFlux,CRO,Northern America,Americas,2018,2019,1,1,100,FALSE,Subtropical dry forest,22,Csa,Cs,C,15.47599983215332,392,0.27,Semi-arid
US-EA5,AmeriFlux,CSH,Northern America,Americas,2021,2022,1,1,100,FALSE,Subtropical steppe,23,Cfa,Cf,C,20.14699935913086,619,0.3464,Semi-arid
US-EKN,AmeriFlux,WET,Northern America,Americas,2023,2024,1,1,100,FALSE,Subtropical mountain system,25,Cfc,Cf,C,13.982000350952148,539,0.4528,Semi-arid
US-EKP,AmeriFlux,WET,Northern America,Americas,2022,2024,2,1,50,FALSE,Subtropical mountain system,25,Csb,Cs,C,13.982000350952148,539,0.4645,Semi-arid
US-Fcr,AmeriFlux,OSH,Northern America,Americas,2011,2014,3,1,33.3,FALSE,Boreal tundra woodland,42,Dwc,Dw,D,-4.070000171661377,294,0.6081,Dry sub-humid
US-HRC,AmeriFlux;Phenocam,CRO,Northern America,Americas,2015,2024,9,1,11.1,FALSE,Subtropical humid forest,21,Cfa,Cf,C,16.70866584777832,1289,0.9822,Humid
US-Me7,AmeriFlux,ENF,Northern America,Americas,2022,2023,1,1,100,FALSE,Temperate mountain system,35,Csb,Cs,C,6.498833656311035,821,0.8805,Humid
US-OPE,AmeriFlux;LTAR;Phenocam,CRO,Northern America,Americas,2022,2022,0,1,NA,FALSE,Subtropical humid forest,21,Cfa,Cf,C,12.92199993133545,1127,0.9935,Humid
US-PAS,AmeriFlux;LTAR,GRA,Northern America,Americas,2021,2022,1,1,100,FALSE,Subtropical humid forest,21,Cfa,Cf,C,22.416500091552734,1285,0.8419,Humid
US-PLo,AmeriFlux,WET,Northern America,Americas,2022,2023,1,1,100,FALSE,Temperate continental forest,32,Dfa,Df,D,9.1616668701171875,1098,1.0944,Humid
US-RGF,AmeriFlux;Phenocam,CRO,Northern America,Americas,2023,2024,1,1,100,FALSE,Subtropical dry forest,22,Csa,Cs,C,15.97266674041748,287,0.1962,Arid
US-RRC,AmeriFlux,WET,Northern America,Americas,2022,2024,2,1,50,FALSE,Subtropical humid forest,21,Dfa,Df,D,14.465499877929688,1137,0.9728,Humid
US-SD1,AmeriFlux,CRO,Northern America,Americas,2023,2025,2,1,50,FALSE,Temperate continental forest,32,NA,NA,NA,9.619832992553713,970,1.005,Humid
US-SD2,AmeriFlux,CRO,Northern America,Americas,2023,2025,2,1,50,FALSE,Temperate continental forest,32,NA,NA,NA,9.599332809448242,966,1.0073,Humid
US-Snf,AmeriFlux;Phenocam,GRA,Northern America,Americas,2018,2020,2,1,50,FALSE,Subtropical dry forest,22,Csa,Cs,C,15.513500213623049,336,0.2362,Semi-arid
US-Sta,AmeriFlux,OSH,Northern America,Americas,2005,2009,4,1,25,FALSE,Temperate desert,34,Bsh,Bs,B,5.463500022888184,293,0.2481,Semi-arid
US-Tw5,AmeriFlux;Phenocam,WET,Northern America,Americas,2018,2019,1,1,100,FALSE,Subtropical dry forest,22,Csa,Cs,C,15.347167015075684,370,0.2597,Semi-arid
US-UTB,AmeriFlux;UFLUX,BSV,Northern America,Americas,2021,2023,2,1,50,FALSE,Temperate desert,34,Bwk,Bw,B,9.9741668701171875,165,0.106,Arid
US-VT1,AmeriFlux,CRO,Northern America,Americas,2023,2025,2,1,50,FALSE,Temperate steppe,33,Cfa,Cf,C,10.449333190917969,973,0.9919,Humid
US-VT2,AmeriFlux,CRO,Northern America,Americas,2023,2025,2,1,50,FALSE,Temperate steppe,33,Cfa,Cf,C,10.449333190917969,973,0.9919,Humid
US-WT1,AmeriFlux,CRO,Northern America,Americas,2023,2024,1,1,100,FALSE,Subtropical steppe,23,BSk,BS,B,14.193666458129885,491,0.2564,Semi-arid
US-ZF2,AmeriFlux,CRO,Northern America,Americas,2024,2025,1,1,100,FALSE,Temperate steppe,33,Dfa,Df,D,10.060999870300291,963,0.9901,Humid
JP-Yms,AsiaFlux;JapanFlux,DBF,Eastern Asia,Asia,2000,2023,23,22,95.7,TRUE,Subtropical humid forest,21,Cfa,Cf,C,14.484833717346191,1502,1.4419,Humid
JP-Tak,AsiaFlux;JapanFlux,DBF,Eastern Asia,Asia,1998,2021,23,22,95.7,TRUE,Temperate mountain system,35,Dfb,Df,D,7.130833148956299,1804,2.2982,Humid
JP-Api,AsiaFlux;JapanFlux,DBF,Eastern Asia,Asia,2000,2022,22,22,100,TRUE,Temperate mountain system,35,Dfa,Df,D,6.664833068847656,1478,2.2808,Humid
IL-Yat,CarboEuroFlux;CarboEuropeIP;European Fluxes Database,ENF,Western Asia,Asia,2000,2024,24,22,91.7,TRUE,Tropical desert,15,Csa,Cs,C,17.222999572753906,300,0.1738,Arid
JP-Tef,AsiaFlux;JapanFlux,DNF,Eastern Asia,Asia,2001,2023,22,20,90.9,TRUE,Temperate mountain system,35,Dfb,Df,D,5.169333457946777,1113,1.7323,Humid
JP-Fjy,AsiaFlux;JapanFlux,ENF,Eastern Asia,Asia,2001,2021,20,20,100,FALSE,Subtropical mountain system,25,Cfa,Cf,C,9.71833324432373,1693,1.6588,Humid
JP-Fhk,AsiaFlux;JapanFlux,DNF,Eastern Asia,Asia,2006,2023,17,18,105.9,FALSE,Temperate mountain system,35,Cfa,Cf,C,9.71833324432373,1693,1.7596,Humid
JP-Spp,AsiaFlux;JapanFlux,DBF,Eastern Asia,Asia,2000,2018,18,16,88.9,FALSE,Temperate continental forest,32,Dfb,Df,D,7.402833461761475,1239,1.5962,Humid
ID-PaD,AsiaFlux;JapanFlux,EBF,South-eastern Asia,Asia,2001,2017,16,12,75,FALSE,Tropical rainforest,11,NA,NA,NA,27.514667510986328,2396,1.7673,Humid
CN-Aro,ChinaFLUX,GRA,Eastern Asia,Asia,2013,2024,11,11,100,FALSE,Temperate mountain system,35,Bwk,Bw,B,-0.3504999876022339,411,0.4271,Semi-arid
CN-Ash,ChinaFLUX,EBF,Eastern Asia,Asia,2009,2019,10,11,110,FALSE,Subtropical mountain system,25,NA,NA,NA,13.547333717346191,988,1.0039,Humid
JP-Ta2,AsiaFlux;JapanFlux,ENF,Eastern Asia,Asia,2005,2015,10,10,100,FALSE,Subtropical humid forest,21,Dfb,Df,D,9.504833221435549,1765,2.0335,Humid
JP-NsM,AsiaFlux;JapanFlux,GRA,Eastern Asia,Asia,2004,2015,11,10,90.9,FALSE,Subtropical mountain system,25,Cfa,Cf,C,12.100167274475098,1326,1.5157,Humid
JP-NsC,AsiaFlux;JapanFlux,GRA,Eastern Asia,Asia,2004,2015,11,10,90.9,FALSE,Subtropical mountain system,25,Cfa,Cf,C,12.100167274475098,1326,1.5157,Humid
ID-PaB,AsiaFlux;JapanFlux,OSH,South-eastern Asia,Asia,2004,2016,12,10,83.3,FALSE,Tropical rainforest,11,Am,Am,A,27.514667510986328,2396,1.7677,Humid
JP-SMF,AsiaFlux;JapanFlux,MF,Eastern Asia,Asia,2002,2014,12,9,75,FALSE,Subtropical humid forest,21,Cfa,Cf,C,14.7698335647583,2065,1.929,Humid
CN-YaS,ChinaFLUX,OSH,Eastern Asia,Asia,2011,2020,9,9,100,FALSE,Temperate mountain system,35,NA,NA,NA,7.767166614532471,309,0.263,Semi-arid
CN-BeO,ChinaFLUX,MF,Eastern Asia,Asia,2012,2020,8,9,112.5,FALSE,Temperate continental forest,32,NA,NA,NA,12.214500427246094,546,0.4569,Semi-arid
JP-Mse,AsiaFlux;JapanFlux,CRO,Eastern Asia,Asia,2002,2009,7,8,114.3,FALSE,Subtropical humid forest,21,Cfa,Cf,C,14.178333282470703,1307,1.3345,Humid
CN-Lch,NA,CRO,Eastern Asia,Asia,2008,2020,12,8,66.7,FALSE,Temperate continental forest,32,NA,NA,NA,13.210000038146973,475,0.3938,Semi-arid
CN-Dzo,ChinaFLUX,EBF,Eastern Asia,Asia,2010,2020,10,8,80,FALSE,Tropical moist forest,12,NA,NA,NA,24.09083366394043,1647,1.201,Humid
TH-Mae,AsiaFlux;JapanFlux,DBF,South-eastern Asia,Asia,2005,2016,11,7,63.6,FALSE,Tropical moist forest,12,Aw,Aw,A,25.05699920654297,1122,0.7922,Humid
JP-Kzw,AsiaFlux;JapanFlux,MF,Eastern Asia,Asia,2001,2008,7,7,100,FALSE,Temperate mountain system,35,Dfb,Df,D,7.257166862487793,1589,1.8858,Humid
CN-HaM,AsiaFlux;JapanFlux,GRA,Eastern Asia,Asia,2001,2014,13,7,53.8,FALSE,Temperate mountain system,35,NA,NA,NA,-0.715499997138977,468,0.5328,Dry sub-humid
KR-CmF,NA,CRO,Eastern Asia,Asia,2012,2019,7,6,85.7,FALSE,Temperate continental forest,32,Dwa,Dw,D,11.098166465759276,1281,1.4999,Humid
KR-CRK,AsiaFlux;KoFlux,CRO,Eastern Asia,Asia,2015,2021,6,6,100,FALSE,Temperate continental forest,32,Dwa,Dw,D,9.687999725341797,1248,1.5444,Humid
JP-Ynf,AsiaFlux;JapanFlux,EBF,Eastern Asia,Asia,2013,2022,9,6,66.7,FALSE,Subtropical humid forest,21,Cfa,Cf,C,21.611631393432617,2150,1.6116,Humid
JP-MMF,AsiaFlux;JapanFlux,MF,Eastern Asia,Asia,2004,2011,7,6,85.7,FALSE,Temperate mountain system,35,Af,Af,A,4.5881667137146,1156,1.8384,Humid
ID-Pag,AsiaFlux;JapanFlux,EBF,South-eastern Asia,Asia,2004,2018,14,6,42.9,FALSE,Tropical rainforest,11,Am,Am,A,27.44983291625977,2401,1.7578,Humid
CN-Du2,ChinaFLUX,GRA,Eastern Asia,Asia,2011,2019,8,6,75,FALSE,Temperate mountain system,35,NA,NA,NA,2.7023332118988037,399,0.3846,Semi-arid
KR-Kw1,NA,ENF,Eastern Asia,Asia,2016,2020,4,5,125,FALSE,Temperate continental forest,32,Dwa,Dw,D,10.409832954406738,1301,1.5592,Humid
MY-LHP,AsiaFlux;JapanFlux,EBF,South-eastern Asia,Asia,2009,2019,10,5,50,FALSE,Tropical rainforest,11,Af,Af,A,26.56999969482422,3088,2.2873,Humid
MN-Kbu,AsiaFlux;JapanFlux,GRA,Eastern Asia,Asia,2003,2008,5,5,100,FALSE,Temperate steppe,33,BSk,BS,B,0.09216662496328354,250,0.2716,Semi-arid
JP-Tmd,AsiaFlux;JapanFlux,GRA,Eastern Asia,Asia,2005,2023,18,5,27.8,FALSE,Temperate continental forest,32,Dfb,Df,D,6.387499809265137,1206,1.8952,Humid
JP-MBF,AsiaFlux,DBF,Eastern Asia,Asia,2004,2011,7,5,71.4,FALSE,Temperate mountain system,35,Af,Af,A,4.020999908447266,1174,1.9387,Humid
CN-Yuc,ChinaFLUX,CRO,Eastern Asia,Asia,2011,2020,9,5,55.6,FALSE,Temperate continental forest,32,NA,NA,NA,13.144166946411133,607,0.5157,Dry sub-humid
CN-Jzh,ChinaFLUX,CRO,Eastern Asia,Asia,2011,2016,5,5,100,FALSE,Temperate continental forest,32,NA,NA,NA,9.2866668701171875,549,0.4624,Semi-arid
CN-Ha2,ChinaFLUX,OSH,Eastern Asia,Asia,2011,2019,8,5,62.5,FALSE,Temperate mountain system,35,NA,NA,NA,-0.715499997138977,468,0.5357,Dry sub-humid
KR-SmM,NA,MF,Eastern Asia,Asia,2015,2021,6,4,66.7,FALSE,Temperate continental forest,32,Dwa,Dw,D,10.119832992553713,1262,1.547,Humid
KR-ScC,AsiaFlux;KoFlux,ENF,Eastern Asia,Asia,2015,2018,3,4,133.3,FALSE,Temperate continental forest,32,Dwa,Dw,D,11.717333793640137,1226,1.2958,Humid
KR-PcD,AsiaFlux;KoFlux,DBF,Eastern Asia,Asia,2015,2018,3,4,133.3,FALSE,Temperate continental forest,32,Dwa,Dw,D,6.941999912261963,1375,1.7165,Humid
KR-Kw2,AsiaFlux;KoFlux,DBF,Eastern Asia,Asia,2016,2020,4,4,100,FALSE,Temperate continental forest,32,Dwa,Dw,D,10.409832954406738,1301,1.5624,Humid
KR-JjM,AsiaFlux;KoFlux,MF,Eastern Asia,Asia,2015,2018,3,4,133.3,FALSE,Subtropical humid forest,21,Cfa,Cf,C,12.665666580200195,1956,2.1715,Humid
MN-Nkh,JapanFlux,GRA,Eastern Asia,Asia,2015,2020,5,4,80,FALSE,Boreal mountain system,43,BSk,BS,B,-2.314500093460083,268,0.3342,Semi-arid
MN-Hst,JapanFlux,GRA,Eastern Asia,Asia,2015,2020,5,4,80,FALSE,Temperate steppe,33,BSk,BS,B,-0.3368333876132965,244,0.2699,Semi-arid
JP-Toc,JapanFlux,DBF,Eastern Asia,Asia,2011,2014,3,4,133.3,FALSE,Temperate continental forest,32,Dfb,Df,D,6.4670000076293945,1189,1.8694,Humid
JP-Fmt,JapanFlux,MF,Eastern Asia,Asia,2014,2023,9,4,44.4,FALSE,Subtropical humid forest,21,Cfa,Cf,C,14.649499893188477,1516,1.4191,Humid
CN-Lsh,AsiaFlux;JapanFlux,DNF,Eastern Asia,Asia,2002,2006,4,4,100,FALSE,Temperate continental forest,32,Cfc,Cf,C,3.0406665802001953,587,0.6747,Humid
ID-JOP,AsiaFlux,EBF,South-eastern Asia,Asia,2014,2024,10,4,40,FALSE,Tropical rainforest,11,Af,Af,A,26.526832580566406,2569,1.9641,Humid
KR-Hnm,AsiaFlux;KoFlux,CRO,Eastern Asia,Asia,2016,2019,3,3,100,FALSE,Subtropical humid forest,21,Cfa,Cf,C,13.831666946411133,1307,1.2551,Humid
KR-HcM,AsiaFlux;KoFlux,MF,Eastern Asia,Asia,2015,2018,3,3,100,FALSE,Temperate continental forest,32,Dwa,Dw,D,9.42650032043457,1297,1.603,Humid
KR-GmS,AsiaFlux;KoFlux,CRO,Eastern Asia,Asia,2017,2019,2,3,150,FALSE,Temperate continental forest,32,Dfa,Df,D,12.999500274658203,1217,1.1413,Humid
JP-Tmk,AsiaFlux;JapanFlux,DNF,Eastern Asia,Asia,2001,2003,2,3,150,FALSE,Temperate continental forest,32,Dfb,Df,D,6.387499809265137,1206,1.9005,Humid
JP-Srk,AsiaFlux;JapanFlux,DBF,Eastern Asia,Asia,2010,2016,6,3,50,FALSE,Temperate mountain system,35,Dfa,Df,D,7.834000110626221,1534,1.9879,Humid
JP-BBY,AsiaFlux;JapanFlux,WET,Eastern Asia,Asia,2014,2020,6,3,50,FALSE,Temperate continental forest,32,Dfb,Df,D,7.184000015258789,1154,1.5873,Humid
CN-GuT,ChinaFLUX,GRA,Eastern Asia,Asia,2015,2017,2,3,150,FALSE,Temperate mountain system,35,NA,NA,NA,-1.5640000104904177,568,0.704,Humid
KR-WdE,AsiaFlux;KoFlux,EBF,Eastern Asia,Asia,2015,2018,3,2,66.7,FALSE,Subtropical humid forest,21,Cfb,Cf,C,12.675833702087402,1490,1.5699,Humid
KR-UAO,AsiaFlux;KoFlux,CRO,Eastern Asia,Asia,2017,2019,2,2,100,FALSE,Temperate continental forest,32,Dwa,Dw,D,11.081666946411133,1137,1.2242,Humid
KR-Nj2,AsiaFlux;KoFlux,CRO,Eastern Asia,Asia,2023,2024,1,2,200,FALSE,Temperate continental forest,32,Cfa,Cf,C,13.38249969482422,1306,1.3092,Humid
KR-GmR,AsiaFlux;KoFlux,CRO,Eastern Asia,Asia,2017,2019,2,2,100,FALSE,Temperate continental forest,32,Dfa,Df,D,13.000166893005373,1230,1.155,Humid
KR-AdC,AsiaFlux;KoFlux,ENF,Eastern Asia,Asia,2015,2018,3,2,66.7,FALSE,Temperate continental forest,32,Cfb,Cf,C,11.98050022125244,1166,1.2197,Humid
JP-Nuf,JapanFlux,DBF,Eastern Asia,Asia,2000,2001,1,2,200,FALSE,Subtropical humid forest,21,Cfa,Cf,C,15.454667091369627,1969,1.7256,Humid
JP-Hc3,JapanFlux,CRO,Eastern Asia,Asia,2005,2008,3,2,66.7,FALSE,Subtropical humid forest,21,Cfa,Cf,C,15.023263931274414,1423,1.3065,Humid
CN-Xi2,ChinaFLUX,GRA,Eastern Asia,Asia,2011,2020,9,2,22.2,FALSE,Temperate steppe,33,NA,NA,NA,1.5538333654403689,322,0.3104,Semi-arid
KR-TwC,NA,ENF,Eastern Asia,Asia,2024,2024,0,1,NA,FALSE,Temperate continental forest,32,Dwa,Dw,D,10.447333335876465,1318,1.53,Humid
KR-Nj1,NA,CRO,Eastern Asia,Asia,2023,2024,1,1,100,FALSE,Temperate continental forest,32,Cfa,Cf,C,13.38249969482422,1306,1.3092,Humid
KR-HPK,AsiaFlux;KoFlux,CRO,Eastern Asia,Asia,2016,2018,2,1,50,FALSE,Subtropical humid forest,21,Cfa,Cf,C,13.849431991577148,1301,1.2716,Humid
KR-GmP,NA,CRO,Eastern Asia,Asia,2011,2014,3,1,33.3,FALSE,Temperate continental forest,32,Dfa,Df,D,13.000166893005373,1230,1.1566,Humid
JP-Om2,AsiaFlux;JapanFlux,GRA,Eastern Asia,Asia,2022,2023,1,1,100,FALSE,Subtropical humid forest,21,Cfa,Cf,C,16.378332138061523,1372,1.0885,Humid
CN-Yan,NA,OSH,Eastern Asia,Asia,2016,2018,2,1,50,FALSE,Temperate mountain system,35,NA,NA,NA,8.402667045593262,321,0.2792,Semi-arid
CN-Wnb,ChinaFLUX,BSV,Eastern Asia,Asia,2021,2021,0,1,NA,FALSE,Temperate desert,34,NA,NA,NA,8.397333145141602,127,0.0875,Arid
CN-HaW,ChinaFLUX,WET,Eastern Asia,Asia,2011,2018,7,1,14.3,FALSE,Temperate mountain system,35,NA,NA,NA,-0.715499997138977,468,0.5328,Dry sub-humid
NL-Loo,European Fluxes Database;ICOS,ENF,Western Europe,Europe,1997,2024,27,28,103.7,TRUE,Temperate oceanic forest,31,Cfb,Cf,C,9.42733383178711,826,1.2644,Humid
DE-Tha,European Fluxes Database;ICOS,ENF,Western Europe,Europe,1996,2024,28,28,100,TRUE,Temperate oceanic forest,31,Cfb,Cf,C,8.4399995803833,737,1.034,Humid
CH-Dav,European Fluxes Database;ICOS,ENF,Western Europe,Europe,1997,2024,27,28,103.7,FALSE,Temperate mountain system,35,Dfc,Df,D,2.9585001468658447,1094,1.5879,Humid
DK-Sor,European Fluxes Database;ICOS,DBF,Northern Europe,Europe,1996,2024,28,26,92.9,TRUE,Temperate oceanic forest,31,Cfb,Cf,C,8.508000373840332,613,0.9109,Humid
BE-Vie,European Fluxes Database;ICOS,MF,Western Europe,Europe,1996,2024,28,26,92.9,TRUE,Temperate oceanic forest,31,Cfb,Cf,C,7.9126667976379395,1103,1.6283,Humid
FR-Pue,European Fluxes Database;ICOS,EBF,Western Europe,Europe,2000,2024,24,24,100,FALSE,Subtropical dry forest,22,Csa,Cs,C,13.64366626739502,666,0.5819,Dry sub-humid
FI-Hyy,European Fluxes Database;ICOS,ENF,Northern Europe,Europe,1997,2024,27,24,88.9,TRUE,Boreal coniferous forest,41,Dfc,Df,D,3.19950008392334,663,1.3074,Humid
RU-Fyo,European Fluxes Database;GHG-Europe;InGOS;TCOS-Siberia,ENF,Eastern Europe,Europe,1998,2024,26,24,92.3,FALSE,Temperate continental forest,32,Dfb,Df,D,4.557333469390869,689,1.1464,Humid
IT-Ren,European Fluxes Database;ICOS,ENF,Southern Europe,Europe,1999,2024,25,23,92,FALSE,Temperate mountain system,35,Dfc,Df,D,3.3570001125335693,684,0.9963,Humid
DE-Hai,European Fluxes Database;ICOS,DBF,Western Europe,Europe,2000,2024,24,22,91.7,FALSE,Temperate oceanic forest,31,Dfb,Df,D,7.549499988555908,865,1.2737,Humid
BE-Bra,European Fluxes Database;ICOS,ENF,Western Europe,Europe,1999,2024,25,22,88,FALSE,Temperate oceanic forest,31,Cfb,Cf,C,10.348166465759276,808,1.103,Humid
UK-AMo,European Fluxes Database;ICOS,WET,Northern Europe,Europe,2003,2024,21,21,100,FALSE,Temperate oceanic forest,31,Cfc,Cf,C,7.43583345413208,843,1.6406,Humid
CH-Oe2,CarboEuropeIP;European Fluxes Database;GHG-Europe;Swiss FluxNet,CRO,Western Europe,Europe,2004,2024,20,21,105,FALSE,Temperate oceanic forest,31,Cfb,Cf,C,9.225000381469728,1126,1.5711,Humid
CZ-BK1,European Fluxes Database;ICOS,ENF,Eastern Europe,Europe,2004,2024,20,20,100,FALSE,Temperate mountain system,35,Dfb,Df,D,5.396999835968018,1013,1.7087,Humid
CH-Lae,CarboEuropeIP;European Fluxes Database;GHG-Europe;Swiss FluxNet,MF,Western Europe,Europe,2004,2024,20,20,100,FALSE,Temperate oceanic forest,31,NA,NA,NA,8.747333526611328,1160,1.7717,Humid
FR-Aur,European Fluxes Database;ICOS,CRO,Western Europe,Europe,2005,2024,19,19,100,FALSE,Temperate oceanic forest,31,Cfb,Cf,C,12.481666564941406,830,0.8912,Humid
DE-Gri,European Fluxes Database;ICOS,GRA,Western Europe,Europe,2004,2024,20,19,95,FALSE,Temperate oceanic forest,31,Dfb,Df,D,7.99566650390625,790,1.031,Humid
BE-Lon,European Fluxes Database;ICOS,CRO,Western Europe,Europe,2004,2024,20,19,95,FALSE,Temperate oceanic forest,31,Cfb,Cf,C,9.741999626159668,800,1.1205,Humid
AT-Neu,CarboEuropeIP;European Fluxes Database;GHG-Europe,GRA,Western Europe,Europe,2002,2020,18,19,105.6,FALSE,Temperate mountain system,35,Dfb,Df,D,5.017166614532471,997,1.4915,Humid
FR-Gri,European Fluxes Database;ICOS,CRO,Western Europe,Europe,2004,2024,20,18,90,FALSE,Temperate oceanic forest,31,BSk,BS,B,10.659832954406738,626,0.7931,Humid
CZ-wet,European Fluxes Database;ICOS,WET,Eastern Europe,Europe,2006,2024,18,18,100,FALSE,Temperate continental forest,32,Dfb,Df,D,8.060500144958496,632,0.9064,Humid
DE-Obe,CarboEuropeIP;European Fluxes Database,ENF,Western Europe,Europe,2008,2024,16,17,106.2,FALSE,Temperate mountain system,35,Cfb,Cf,C,5.958333492279053,809,1.2171,Humid
CH-Fru,CarboExtreme;European Fluxes Database;GHG-Europe;Swiss FluxNet,GRA,Western Europe,Europe,2005,2024,19,17,89.5,FALSE,Temperate oceanic forest,31,NA,NA,NA,8.465167045593262,1398,2.176,Humid
IT-MBo,European Fluxes Database;ICOS,GRA,Southern Europe,Europe,2003,2024,21,16,76.2,FALSE,Temperate oceanic forest,31,Dfc,Df,D,6.305333614349365,407,0.4801,Semi-arid
IT-BCi,European Fluxes Database;ICOS,CRO,Southern Europe,Europe,2004,2024,20,16,80,FALSE,Subtropical dry forest,22,Cfa,Cf,C,16.066865921020508,1039,0.9843,Humid
IT-Tor,European Fluxes Database;ICOS,GRA,Southern Europe,Europe,2008,2024,16,15,93.8,FALSE,Temperate mountain system,35,Dfc,Df,D,0.688166618347168,1272,1.9451,Humid
FR-FBn,European Fluxes Database;ICOS,ENF,Western Europe,Europe,2008,2024,16,15,93.8,FALSE,Subtropical dry forest,22,Cfa,Cf,C,13.877500534057615,691,0.5683,Dry sub-humid
CZ-Stn,European Fluxes Database,DBF,Eastern Europe,Europe,2010,2024,14,15,107.1,FALSE,Temperate continental forest,32,NA,NA,NA,6.736666679382324,794,1.0692,Humid
BE-Dor,European Fluxes Database;ICOS,GRA,Western Europe,Europe,2011,2024,13,14,107.7,FALSE,Temperate oceanic forest,31,Cfb,Cf,C,9.226666450500488,849,1.2276,Humid
FI-Let,European Fluxes Database;ICOS,ENF,Northern Europe,Europe,2009,2024,15,13,86.7,FALSE,Boreal coniferous forest,41,Dfb,Df,D,4.276833534240723,664,1.1863,Humid
DE-RuR,European Fluxes Database;ICOS,GRA,Western Europe,Europe,2011,2024,13,13,100,FALSE,Temperate mountain system,35,Cfb,Cf,C,7.625666618347168,1066,1.6233,Humid
CZ-RAJ,European Fluxes Database,ENF,Eastern Europe,Europe,2012,2024,12,13,108.3,FALSE,Temperate continental forest,32,NA,NA,NA,6.935500144958496,606,0.8746,Humid
CH-Rtb,European Fluxes Database,GRA,Western Europe,Europe,2009,2022,13,13,100,FALSE,Temperate mountain system,35,Dfb,Df,D,7.677666664123535,1275,1.8613,Humid
IT-TrF,European Fluxes Database;ICOS,DNF,Southern Europe,Europe,2012,2024,12,12,100,FALSE,Temperate mountain system,35,Dfc,Df,D,4.298999786376953,1092,1.6882,Humid
ES-LJu,NA,OSH,Southern Europe,Europe,2004,2024,20,12,60,FALSE,Subtropical dry forest,22,NA,NA,NA,11.326833724975586,527,0.4386,Semi-arid
DE-RuS,European Fluxes Database;ICOS,CRO,Western Europe,Europe,2011,2024,13,11,84.6,FALSE,Temperate oceanic forest,31,Cfb,Cf,C,10.143166542053224,714,0.9556,Humid
IT-SR2,European Fluxes Database;ICOS,ENF,Southern Europe,Europe,2013,2024,11,11,100,FALSE,Subtropical dry forest,22,Csa,Cs,C,14.048333168029783,886,0.8992,Humid
DE-RuC,European Fluxes Database,OSH,Western Europe,Europe,2013,2024,11,11,100,FALSE,Temperate mountain system,35,NA,NA,NA,7.200833320617676,1131,1.9529,Humid
FR-Bil,European Fluxes Database;ICOS,ENF,Western Europe,Europe,2014,2024,10,10,100,FALSE,Temperate oceanic forest,31,Cfb,Cf,C,12.75749969482422,934,1.076,Humid
