site_id,n_years_era5,map_era5,n_years_pf_all,map_pf_allmonths,n_months_qc0,map_pf_qc0_monthly_mean,map_pf_qc0_annualized,n_months_total,n_qc0,frac_filled,bio12_mm,badm_map_mm,excluded,ratio_to_bio12,ratio_to_pf_allmonths,ratio_to_pf_qc0,ratio_to_badm_map,too_few_qc0_months,implausible_raw,data_hub,product_source_network,oneflux_code_version,fluxnet_product_name,product_id
US-Ses,30,253.19693333333333,14,215.72985714285716,13,0.5239230769230769,191.196,168,13,0.9226190476190477,248,275.082,FALSE,1.020955376344086,1.173675895801782,1.324279447966136,0.9204416622437431,FALSE,FALSE,AmeriFlux,AMF,v1.3,AMF_US-Ses_FLUXNET_2007-2025_v1.3_r1.zip,10.17190/AMF/1984573
US-Slt,30,1059.4663,16,1096.34725,72,3.1406666666666667,1147.9741666666666,192,72,0.625,1162,1138,FALSE,0.9117610154905336,0.9663601564194192,0.9229008202129985,0.930989718804921,FALSE,FALSE,AmeriFlux,AMF,v1.3,AMF_US-Slt_FLUXNET_2005-2022_v1.3_r1.zip,10.17190/AMF/2571104
US-Sne,30,338.2771666666667,5,355.589,4,2.0145,743.967,60,4,0.9333333333333333,340,311,FALSE,0.9949328431372549,0.9513150481782808,0.45469377898034014,1.087707931404073,TRUE,FALSE,AmeriFlux,AMF,v1.3,AMF_US-Sne_FLUXNET_2016-2020_v1.3_r1.zip,10.17190/AMF/1871144
US-Snf,30,343.7930666666667,3,302.58666666666664,11,0.647,238.3461818181818,36,11,0.6944444444444444,336,NA,FALSE,1.0231936507936508,1.136180488234776,1.4424106316455414,NA,TRUE,FALSE,AmeriFlux,AMF,v1.3,AMF_US-Snf_FLUXNET_2018-2020_v1.3_r1.zip,10.17190/AMF/1854371
US-Srr,30,1963.2860333333333,4,1973.8805000000002,48,5.4573125000000005,1973.8804999999998,48,48,0,530,326,FALSE,3.7043132704402515,0.99463267068768,0.9946326706876802,6.022349795501023,FALSE,FALSE,AmeriFlux,AMF,v1.3,AMF_US-Srr_FLUXNET_2014-2017_v1.3_r1.zip,10.17190/AMF/2229389
US-StJ,30,564.8426,6,640.5518333333333,NA,NA,NA,72,0,1,1133,1121,FALSE,0.49853715798764336,0.8818062342599908,NA,0.5038738626226583,TRUE,FALSE,AmeriFlux,AMF,v1.3,AMF_US-StJ_FLUXNET_2015-2020_v1.3_r1.zip,10.17190/AMF/2229390
US-Sta,30,1727.4923666666666,5,1804.5628,60,4.933683333333334,1804.5628000000002,60,60,0,293,NA,FALSE,5.895878384527872,0.9572913542641279,0.9572913542641278,NA,FALSE,FALSE,AmeriFlux,AMF,v1.3,AMF_US-Sta_FLUXNET_2005-2009_v1.3_r1.zip,10.17190/AMF/2571107
US-Syv,30,3158.2599666666665,20,3175.6881,240,8.680029166666667,3175.6881,240,240,0,836,826,FALSE,3.7778229266347685,0.9945120135276089,0.9945120135276089,3.823559281678773,FALSE,FALSE,AmeriFlux,AMF,v1.3,AMF_US-Syv_FLUXNET_2001-2025_v1.3_r1.zip,10.17190/AMF/2204879
US-TKs,30,216.66003333333333,3,273.61766666666665,1,0.212,78.864,36,1,0.9722222222222222,236,316,FALSE,0.918050988700565,0.7918349570507752,2.7472615303983225,0.6856330168776371,TRUE,FALSE,AmeriFlux,AMF,v1.3,AMF_US-TKs_FLUXNET_2018-2025_v1.3_r1.zip,10.17190/AMF/3027378
US-TLR,30,1.0004666666666666,NA,NA,NA,NA,NA,NA,NA,NA,1276,469.4,FALSE,7.840647857889236e-4,NA,NA,0.0021313733844624343,TRUE,FALSE,AmeriFlux,AMF,v1.3,AMF_US-TLR_FLUXNET_2024-2024_v1.3_r1.zip,10.17190/AMF/3027363
US-TaS,30,3536.1759333333334,4,4573.9965,48,12.486875,4573.9965,48,48,0,1257,986.8,FALSE,2.813186900026518,0.7731042062085822,0.7731042062085822,3.58347784083232,FALSE,FALSE,AmeriFlux,AMF,v1.3,AMF_US-TaS_FLUXNET_2017-2023_v1.3_r1.zip,10.17190/AMF/3365274
US-Ton,30,607.5981333333333,20,578.5534,240,1.5922791666666667,578.5534,240,240,0,623,559,FALSE,0.9752779026217228,1.0502023379921945,1.0502023379921945,1.0869376267143709,FALSE,FALSE,AmeriFlux,AMF,v1.3,AMF_US-Ton_FLUXNET_2001-2025_v1.3_r1.zip,10.17190/AMF/2204880
US-Tw1,30,1717.7816666666665,10,1555.629,120,4.285516666666666,1555.629,120,120,0,370,421,FALSE,4.6426531531531525,1.1042360785680048,1.1042360785680048,4.080241488519398,FALSE,FALSE,AmeriFlux,AMF,v1.3,AMF_US-Tw1_FLUXNET_2011-2023_v1.3_r1.zip,10.17190/AMF/1832165
US-Tw2,30,1717.7816666666665,2,1179.8654999999999,24,3.2242916666666668,1179.8655,24,24,0,370,421,FALSE,4.6426531531531525,1.4559131245609493,1.455913124560949,4.080241488519398,FALSE,FALSE,AmeriFlux,AMF,v1.3,AMF_US-Tw2_FLUXNET_2012-2013_v1.3_r1.zip,10.17190/AMF/1881593
US-Tw3,30,265.85970000000003,6,232.09633333333332,58,0.6925172413793104,251.04703448275862,72,58,0.19444444444444442,370,421,FALSE,0.7185397297297298,1.1454713488221129,1.0590035470753936,0.6314957244655582,FALSE,FALSE,AmeriFlux,AMF,v1.3,AMF_US-Tw3_FLUXNET_2013-2018_v1.3_r1.zip,10.17190/AMF/1881594
US-Tw4,30,366.24593333333337,8,334.842375,10,0.24209999999999998,88.236,96,10,0.8958333333333334,370,421,FALSE,0.989853873873874,1.0937860936308714,4.1507540384121375,0.8699428345209819,TRUE,FALSE,AmeriFlux,AMF,v1.3,AMF_US-Tw4_FLUXNET_2013-2024_v1.3_r1.zip,10.17190/AMF/2204881
US-Tw5,30,1717.7816666666665,2,1974.0334999999998,24,5.4442916666666665,1974.0335,24,24,0,370,421,FALSE,4.6426531531531525,0.8701887109143116,0.8701887109143115,4.080241488519398,FALSE,FALSE,AmeriFlux,AMF,v1.3,AMF_US-Tw5_FLUXNET_2018-2019_v1.3_r1.zip,10.17190/AMF/1881595
US-Twt,30,373.8043666666667,9,359.49733333333336,11,0.6706363636363637,234.5792727272727,108,11,0.8981481481481481,370,421,FALSE,1.0102820720720722,1.0397973281211172,1.5935097859275074,0.8878963578780681,TRUE,FALSE,AmeriFlux,AMF,v1.3,AMF_US-Twt_FLUXNET_2009-2017_v1.3_r1.zip,10.17190/AMF/2571105
US-UC1,30,1084.6863666666668,2,1086.9025,4,3.158,1128.156,24,4,0.8333333333333334,1010,1006.35,FALSE,1.073946897689769,0.9979610559978166,0.961468419852101,1.0778420695251818,TRUE,FALSE,AmeriFlux,AMF,v1.3,AMF_US-UC1_FLUXNET_2019-2024_v1.3_r1.zip,10.17190/AMF/2469472
US-UC2,30,1036.5163666666667,2,1016.2795000000001,4,3.01775,1078.0500000000002,24,4,0.8333333333333334,1009,1006.35,FALSE,1.02727092831186,1.0199126979011843,0.9614733701281634,1.0299760189463574,TRUE,FALSE,AmeriFlux,AMF,v1.3,AMF_US-UC2_FLUXNET_2019-2024_v1.3_r1.zip,10.17190/AMF/2469473
US-UMd,30,3229.1988333333334,14,3326.909,168,9.092166666666667,3326.9089999999997,168,168,0,793,803,FALSE,4.072129676334594,0.9706303458655867,0.9706303458655868,4.021418223329182,FALSE,FALSE,AmeriFlux,AMF,v1.3,AMF_US-UMd_FLUXNET_2007-2025_v1.3_r1.zip,10.17190/AMF/1881597
US-UTB,30,42.33186666666666,NA,NA,NA,NA,NA,NA,NA,NA,165,138.59,FALSE,0.25655676767676766,NA,NA,0.3054467614305986,TRUE,FALSE,AmeriFlux,AMF,v1.3,AMF_US-UTB_FLUXNET_2021-2023_v1.3_r1.zip,10.17190/AMF/2469474
US-UTD,30,67.7812,NA,NA,NA,NA,NA,NA,NA,NA,271,215.65,FALSE,0.2501151291512915,NA,NA,0.3143111523301646,TRUE,FALSE,AmeriFlux,AMF,v1.3,AMF_US-UTD_FLUXNET_2023-2024_v1.3_r1.zip,10.17190/AMF/2571139
US-UTE,30,228.46273333333335,NA,NA,NA,NA,NA,NA,NA,NA,225,258.318,FALSE,1.015389925925926,NA,NA,0.884424365833327,TRUE,FALSE,AmeriFlux,AMF,v1.3,AMF_US-UTE_FLUXNET_2024-2025_v1.3_r1.zip,10.17190/AMF/2571151
US-UTJ,30,824.7116,NA,NA,NA,NA,NA,NA,NA,NA,212,196.85,FALSE,3.8901490566037733,NA,NA,4.189543307086614,TRUE,FALSE,AmeriFlux,AMF,v1.3,AMF_US-UTJ_FLUXNET_2024-2025_v1.3_r1.zip,10.17190/AMF/2571150
US-UTL,30,98.10723333333334,NA,NA,NA,NA,NA,NA,NA,NA,211,177,FALSE,0.4649631911532386,NA,NA,0.5542781544256121,TRUE,FALSE,AmeriFlux,AMF,v1.3,AMF_US-UTL_FLUXNET_2024-2025_v1.3_r1.zip,10.17190/AMF/3365276
US-UTM,30,73.7891,NA,NA,NA,NA,NA,NA,NA,NA,236,240.03,FALSE,0.31266567796610173,NA,NA,0.30741615631379415,TRUE,FALSE,AmeriFlux,AMF,v1.3,AMF_US-UTM_FLUXNET_2022-2024_v1.3_r1.zip,10.17190/AMF/3365272
US-UTP,30,285.49806666666666,NA,NA,NA,NA,NA,NA,NA,NA,436,419,FALSE,0.6548120795107033,NA,NA,0.6813796340493238,TRUE,FALSE,AmeriFlux,AMF,v1.3,AMF_US-UTP_FLUXNET_2024-2024_v1.3_r1.zip,10.17190/AMF/2571149
US-UTV,30,128.37,NA,NA,NA,NA,NA,NA,NA,NA,206,177,FALSE,0.6231553398058253,NA,NA,0.7252542372881357,TRUE,FALSE,AmeriFlux,AMF,v1.3,AMF_US-UTV_FLUXNET_2023-2025_v1.3_r1.zip,10.17190/AMF/2571143
US-UTW,30,822.7638333333333,NA,NA,NA,NA,NA,NA,NA,NA,228,225.22,FALSE,3.6086133040935673,NA,NA,3.6531561732232185,TRUE,FALSE,AmeriFlux,AMF,v1.3,AMF_US-UTW_FLUXNET_2021-2024_v1.3_r1.zip,10.17190/AMF/3027344
US-Uaf,30,258.19873333333334,18,263.247,NA,NA,NA,216,0,1,301,263,FALSE,0.8578031007751938,0.9808230799717882,NA,0.9817442332065907,TRUE,FALSE,AmeriFlux,AMF,v1.3,AMF_US-Uaf_FLUXNET_2003-2025_v1.3_r1.zip,10.17190/AMF/3027325
US-UiA,30,3837.7169,13,3941.5827692307694,156,10.799826923076923,3941.5827692307694,156,156,0,1015,1051,FALSE,3.781001871921182,0.9736486900537573,0.9736486900537573,3.6514908658420553,FALSE,FALSE,AmeriFlux,AMF,v1.3,AMF_US-UiA_FLUXNET_2008-2024_v1.3_r1.zip,10.17190/AMF/3027336
US-UiB,30,3837.7169,13,3941.5827692307694,156,10.799826923076923,3941.5827692307694,156,156,0,1015,1051,FALSE,3.781001871921182,0.9736486900537573,0.9736486900537573,3.6514908658420553,FALSE,FALSE,AmeriFlux,AMF,v1.3,AMF_US-UiB_FLUXNET_2008-2024_v1.3_r1.zip,10.17190/AMF/3027337
US-UiC,30,3837.7169,13,3941.5827692307694,156,10.799826923076923,3941.5827692307694,156,156,0,1015,1051,FALSE,3.781001871921182,0.9736486900537573,0.9736486900537573,3.6514908658420553,FALSE,FALSE,AmeriFlux,AMF,v1.3,AMF_US-UiC_FLUXNET_2008-2024_v1.3_r1.zip,10.17190/AMF/3027338
US-UiD,30,3837.7169,13,3941.5827692307694,156,10.799826923076923,3941.5827692307694,156,156,0,1015,1051,FALSE,3.781001871921182,0.9736486900537573,0.9736486900537573,3.6514908658420553,FALSE,FALSE,AmeriFlux,AMF,v1.3,AMF_US-UiD_FLUXNET_2008-2024_v1.3_r1.zip,10.17190/AMF/3027339
US-UiE,30,985.3755666666667,3,1074.1123333333333,5,3.2122,1149.2736,36,5,0.8611111111111112,1015,1021,FALSE,0.9708133661740559,0.9173859531141529,0.8573898910291394,0.9651082925236697,TRUE,FALSE,AmeriFlux,AMF,v1.3,AMF_US-UiE_FLUXNET_2018-2024_v1.3_r1.zip,10.17190/AMF/3027347
US-UiF,30,954.1183333333333,3,1067.6633333333334,6,3.2848333333333333,1176.796,36,6,0.8333333333333334,1015,1021,FALSE,0.9400180623973727,0.8936509324100294,0.8107763226025014,0.9344939601697682,TRUE,FALSE,AmeriFlux,AMF,v1.3,AMF_US-UiF_FLUXNET_2018-2023_v1.3_r1.zip,10.17190/AMF/3027351
US-UiG,30,954.1183333333333,3,1067.6633333333334,6,3.2848333333333333,1176.796,36,6,0.8333333333333334,1015,1021,FALSE,0.9400180623973727,0.8936509324100294,0.8107763226025014,0.9344939601697682,TRUE,FALSE,AmeriFlux,AMF,v1.3,AMF_US-UiG_FLUXNET_2018-2023_v1.3_r1.zip,10.17190/AMF/3027352
US-VT1,30,812.4177,NA,NA,NA,NA,NA,NA,NA,NA,973,1068.37,FALSE,0.8349616649537512,NA,NA,0.760427286426987,TRUE,FALSE,AmeriFlux,AMF,v1.3,AMF_US-VT1_FLUXNET_2023-2025_v1.3_r1.zip,10.17190/AMF/3027369
US-VT2,30,810.1182666666667,NA,NA,NA,NA,NA,NA,NA,NA,973,1068.37,FALSE,0.8325984241178487,NA,NA,0.7582750046020262,TRUE,FALSE,AmeriFlux,AMF,v1.3,AMF_US-VT2_FLUXNET_2023-2025_v1.3_r1.zip,10.17190/AMF/3027370
US-Var,30,584.9927333333334,21,560.029380952381,NA,NA,NA,252,0,1,640,559,FALSE,0.9140511458333334,1.0445750762906403,NA,1.0464986285032798,TRUE,FALSE,AmeriFlux,AMF,v1.3,AMF_US-Var_FLUXNET_2000-2025_v1.3_r1.zip,10.17190/AMF/1993904
US-Vcm,30,538.4859666666666,14,499.28171428571426,65,1.4602,536.0464615384616,168,65,0.6130952380952381,700,646,FALSE,0.7692656666666666,1.0785213062269645,1.004550921054872,0.8335696078431372,FALSE,FALSE,AmeriFlux,AMF,v1.3,AMF_US-Vcm_FLUXNET_2007-2025_v1.3_r1.zip,10.17190/AMF/2229391
US-Vcp,30,505.1534,14,463.05357142857144,46,1.4029565217391304,515.3846086956522,168,46,0.7261904761904762,597,550,FALSE,0.8461530988274707,1.0909178357949942,0.980148400780641,0.9184607272727272,FALSE,FALSE,AmeriFlux,AMF,v1.3,AMF_US-Vcp_FLUXNET_2007-2025_v1.3_r1.zip,10.17190/AMF/2229392
US-WCr,30,687.0006666666667,22,701.2119545454545,NA,NA,NA,264,0,1,818,787,FALSE,0.8398541157294214,0.9797332492883696,NA,0.8729360440491317,TRUE,FALSE,AmeriFlux,AMF,v1.3,AMF_US-WCr_FLUXNET_1999-2025_v1.3_r1.zip,10.17190/AMF/3028955
US-WPT,30,812.0837,3,843.4626666666667,NA,NA,NA,36,0,1,882,849,FALSE,0.9207298185941043,0.9627974445025822,NA,0.9565179034157834,TRUE,FALSE,AmeriFlux,AMF,v1.3,AMF_US-WPT_FLUXNET_2011-2013_v1.3_r1.zip,10.17190/AMF/2229402
US-WT1,30,1763.8166333333334,NA,NA,NA,NA,NA,NA,NA,NA,491,482,FALSE,3.5922945689069925,NA,NA,3.6593706085753803,TRUE,FALSE,AmeriFlux,AMF,v1.3,AMF_US-WT1_FLUXNET_2023-2024_v1.3_r1.zip,10.17190/AMF/3027361
US-Whs,30,310.37823333333336,14,294.7048571428571,5,0.4858,178.6968,168,5,0.9702380952380952,360,320,FALSE,0.8621617592592593,1.0531832978337328,1.7368986648520475,0.9699319791666667,TRUE,FALSE,AmeriFlux,AMF,v1.3,AMF_US-Whs_FLUXNET_2007-2025_v1.3_r1.zip,10.17190/AMF/1984574
US-Wjs,30,375.6472,14,330.93235714285714,5,0.919,335.99760000000003,168,5,0.9702380952380952,344,361,FALSE,1.0919976744186046,1.1351177722335575,1.118005604801939,1.0405739612188365,TRUE,FALSE,AmeriFlux,AMF,v1.3,AMF_US-Wjs_FLUXNET_2007-2025_v1.3_r1.zip,10.17190/AMF/1871146
US-Wkg,30,334.9805666666667,17,314.810705882353,4,0.94825,344.028,204,4,0.9803921568627451,410,407,FALSE,0.8170257723577236,1.0640698057830706,0.9737014622840776,0.8230480753480753,TRUE,FALSE,AmeriFlux,AMF,v1.3,AMF_US-Wkg_FLUXNET_2004-2025_v1.3_r1.zip,10.17190/AMF/1984575
US-YK1,30,362.5051666666667,2,454.26250000000005,15,1.1604,421.3496,24,15,0.375,525,NA,FALSE,0.6904860317460318,0.7980081267255533,0.8603429709359323,NA,FALSE,FALSE,AmeriFlux,AMF,v1.3,AMF_US-YK1_FLUXNET_2019-2025_v1.3_r1.zip,10.17190/AMF/3027346
US-YK2,30,400.88443333333333,2,522.7385,6,1.3643333333333334,491.22800000000007,24,6,0.75,530,NA,FALSE,0.7563857232704403,0.7668928791993191,0.8160862844408977,NA,TRUE,FALSE,AmeriFlux,AMF,v1.3,AMF_US-YK2_FLUXNET_2019-2025_v1.3_r1.zip,10.17190/AMF/2469476
US-ZF1,30,318.5988,NA,NA,NA,NA,NA,NA,NA,NA,963,NA,FALSE,0.33083987538940807,NA,NA,NA,TRUE,FALSE,AmeriFlux,AMF,v1.3,AMF_US-ZF1_FLUXNET_2024-2025_v1.3_r1.zip,10.17190/AMF/3377750
US-ZF2,30,457.0007,NA,NA,NA,NA,NA,NA,NA,NA,963,914,FALSE,0.47455939771547245,NA,NA,0.5000007658643326,TRUE,FALSE,AmeriFlux,AMF,v1.3,AMF_US-ZF2_FLUXNET_2024-2025_v1.3_r1.zip,10.17190/AMF/3027365
US-xAB,30,2201.8873,2,2014.9254999999998,NA,NA,NA,24,0,1,2372,2450.59,FALSE,0.9282830101180438,1.0927884430466537,NA,0.8985131335719152,TRUE,FALSE,AmeriFlux,AMF,v1.3,AMF_US-xAB_FLUXNET_2019-2024_v1.3_r1.zip,10.17190/AMF/2229403
US-xAE,30,790.6705000000001,2,877.8734999999999,12,1.7619166666666666,646.906,24,12,0.5,700,778.85,FALSE,1.1295292857142858,0.9006656426011266,1.2222339876272599,1.0151768633241318,FALSE,FALSE,AmeriFlux,AMF,v1.3,AMF_US-xAE_FLUXNET_2019-2024_v1.3_r1.zip,10.17190/AMF/1985434
US-xBA,30,70.94716666666666,2,34.4865,5,0.1282,46.190400000000004,24,5,0.7916666666666666,109,110,FALSE,0.6508914373088684,2.0572446222918144,1.5359721211911275,0.6449742424242424,TRUE,FALSE,AmeriFlux,AMF,v1.3,AMF_US-xBA_FLUXNET_2019-2024_v1.3_r1.zip,10.17190/AMF/2229404
US-xBL,30,1093.0072666666667,2,1234.1085,NA,NA,NA,24,0,1,991,982.55,FALSE,1.102933669693912,0.8856654554009366,NA,1.1124189778297968,TRUE,FALSE,AmeriFlux,AMF,v1.3,AMF_US-xBL_FLUXNET_2019-2024_v1.3_r1.zip,10.17190/AMF/2229405
US-xBN,30,379.33189999999996,2,458.5995,5,0.6292,227.7864,24,5,0.7916666666666666,329,275,FALSE,1.152984498480243,0.8271528861239491,1.6652965234096504,1.3793887272727272,TRUE,FALSE,AmeriFlux,AMF,v1.3,AMF_US-xBN_FLUXNET_2019-2024_v1.3_r1.zip,10.17190/AMF/2229406
US-xBR,30,1342.6421666666668,2,1300.7375,1,6.226,2316.072,24,1,0.9583333333333334,1233,1246,FALSE,1.0889230873208977,1.0322160825429165,0.5797065750402693,1.0775619315141787,TRUE,FALSE,AmeriFlux,AMF,v1.3,AMF_US-xBR_FLUXNET_2019-2024_v1.3_r1.zip,10.17190/AMF/1881598
US-xCL,30,947.5983333333334,2,943.3539999999999,6,2.6943333333333337,985.4860000000001,24,6,0.75,870,925.61,FALSE,1.0891934865900383,1.004499194717289,0.9615543329213538,1.023755505378435,TRUE,FALSE,AmeriFlux,AMF,v1.3,AMF_US-xCL_FLUXNET_2019-2024_v1.3_r1.zip,10.17190/AMF/1985435
US-xCP,30,323.6106666666667,2,280.47299999999996,NA,NA,NA,24,0,1,367,320,FALSE,0.8817729336966396,1.1538032775585056,NA,1.0112833333333335,TRUE,FALSE,AmeriFlux,AMF,v1.3,AMF_US-xCP_FLUXNET_2019-2024_v1.3_r1.zip,10.17190/AMF/1985436
US-xDC,30,377.5992,2,418.92150000000004,NA,NA,NA,24,0,1,438,489.74,FALSE,0.8620986301369863,0.901360278715702,NA,0.7710197247519092,TRUE,FALSE,AmeriFlux,AMF,v1.3,AMF_US-xDC_FLUXNET_2019-2024_v1.3_r1.zip,10.17190/AMF/1985437
US-xDJ,30,239.51666666666668,2,314.29100000000005,5,1.2588,463.22400000000005,24,5,0.7916666666666666,290,300,FALSE,0.8259195402298851,0.7620856679531601,0.5170644583757894,0.7983888888888889,TRUE,FALSE,AmeriFlux,AMF,v1.3,AMF_US-xDJ_FLUXNET_2019-2024_v1.3_r1.zip,10.17190/AMF/2229407
US-xDL,30,1300.6067,2,1517.5725000000002,NA,NA,NA,24,0,1,1402,1372,FALSE,0.9276795292439373,0.8570310149926939,NA,0.9479640670553936,TRUE,FALSE,AmeriFlux,AMF,v1.3,AMF_US-xDL_FLUXNET_2019-2024_v1.3_r1.zip,10.17190/AMF/1985438
US-xDS,30,1150.9070666666667,2,1371.67,NA,NA,NA,24,0,1,1221,1216.09,FALSE,0.9425938301938301,0.8390553607403141,NA,0.9463995811713498,TRUE,FALSE,AmeriFlux,AMF,v1.3,AMF_US-xDS_FLUXNET_2019-2024_v1.3_r1.zip,10.17190/AMF/1985439
US-xGR,30,1378.7163666666665,2,1617.9105,1,5.337,1921.3199999999997,24,1,0.9583333333333334,1367,1375,FALSE,1.008570860765667,0.8521586123995527,0.7175880991540539,1.002702812121212,TRUE,FALSE,AmeriFlux,AMF,v1.3,AMF_US-xGR_FLUXNET_2019-2024_v1.3_r1.zip,10.17190/AMF/1985440
US-xHA,30,1127.1007,2,1062.8145,NA,NA,NA,24,0,1,1103,NA,FALSE,1.021850135992747,1.0604867547441252,NA,NA,TRUE,FALSE,AmeriFlux,AMF,v1.3,AMF_US-xHA_FLUXNET_2019-2024_v1.3_r1.zip,10.17190/AMF/1985441
US-xHE,30,256.2087,2,355.9375,7,0.5352857142857143,195.25371428571427,24,7,0.7083333333333333,419,320,FALSE,0.6114766109785204,0.7198137313432836,1.3121834887355355,0.8006521875000001,TRUE,FALSE,AmeriFlux,AMF,v1.3,AMF_US-xHE_FLUXNET_2019-2024_v1.3_r1.zip,10.17190/AMF/1985442
US-xJE,30,1203.044,2,1280.4019999999998,NA,NA,NA,24,0,1,1355,1307.97,FALSE,0.8878553505535056,0.9395830372023788,NA,0.9197795056461541,TRUE,FALSE,AmeriFlux,AMF,v1.3,AMF_US-xJE_FLUXNET_2019-2024_v1.3_r1.zip,10.17190/AMF/1985443
US-xJR,30,203.24796666666666,2,177.912,8,0.43925000000000003,160.9755,24,8,0.6666666666666667,273,271.33,FALSE,0.7444980463980464,1.1424072949922808,1.2626018659154135,0.7490803326822197,TRUE,FALSE,AmeriFlux,AMF,v1.3,AMF_US-xJR_FLUXNET_2019-2024_v1.3_r1.zip,10.17190/AMF/2229408
US-xKA,30,868.9191333333333,2,1022.8580000000001,1,3.138,1129.68,24,1,0.9583333333333334,888,NA,FALSE,0.9785125375375375,0.849501234123733,0.7691728040979156,NA,TRUE,FALSE,AmeriFlux,AMF,v1.3,AMF_US-xKA_FLUXNET_2019-2024_v1.3_r1.zip,10.17190/AMF/1985444
US-xKZ,30,891.7298333333333,2,925.799,1,3.59,1335.48,24,1,0.9583333333333334,892,870.38,FALSE,0.9996971225710015,0.9632002554910227,0.6677223420293328,1.0245293243564113,TRUE,FALSE,AmeriFlux,AMF,v1.3,AMF_US-xKZ_FLUXNET_2019-2024_v1.3_r1.zip,10.17190/AMF/1985445
US-xLE,30,1463.2431,2,1645.2525,4,4.309,1574.4389999999999,24,4,0.8333333333333334,1513,1386.24,FALSE,0.9671137475214805,0.8893729685868885,0.9293742723598691,1.0555481734764542,TRUE,FALSE,AmeriFlux,AMF,v1.3,AMF_US-xLE_FLUXNET_2019-2024_v1.3_r1.zip,10.17190/AMF/3027333
US-xMB,30,192.30396666666667,2,164.2035,1,0.386,143.592,24,1,0.9583333333333334,306,319.46,FALSE,0.6284443355119825,1.1711319592253921,1.3392387226772149,0.6019657129739769,TRUE,FALSE,AmeriFlux,AMF,v1.3,AMF_US-xMB_FLUXNET_2019-2024_v1.3_r1.zip,10.17190/AMF/1985446
US-xML,30,1361.8994666666667,2,1745.7510000000002,2,4.4239999999999995,1620.216,24,2,0.9166666666666666,1122,1227.82,FALSE,1.2138141414141415,0.7801224038632466,0.8405666075798948,1.1092012401383482,TRUE,FALSE,AmeriFlux,AMF,v1.3,AMF_US-xML_FLUXNET_2019-2024_v1.3_r1.zip,10.17190/AMF/1985447
US-xNG,30,336.91363333333334,2,100.90099999999998,10,0.4914,180.5424,24,10,0.5833333333333333,428,456.51,FALSE,0.7871813862928349,3.339051479503012,1.866119168313556,0.7380202697275708,TRUE,FALSE,AmeriFlux,AMF,v1.3,AMF_US-xNG_FLUXNET_2019-2024_v1.3_r1.zip,10.17190/AMF/1985448
US-xNQ,30,233.8227,2,210.97050000000002,2,0.33599999999999997,123.28800000000001,24,2,0.9166666666666666,297,288.31,FALSE,0.7872818181818182,1.1083194095857003,1.8965568425150865,0.8110114113280843,TRUE,FALSE,AmeriFlux,AMF,v1.3,AMF_US-xNQ_FLUXNET_2019-2024_v1.3_r1.zip,10.17190/AMF/1985449
US-xNW,30,1610.8974333333333,2,1547.912,14,5.209714285714286,1903.680857142857,24,14,0.41666666666666663,623,1004.54,FALSE,2.5857101658640986,1.0406905775866673,0.8462014141125797,1.6036170120984066,FALSE,FALSE,AmeriFlux,AMF,v1.3,AMF_US-xNW_FLUXNET_2019-2024_v1.3_r1.zip,10.17190/AMF/2571112
US-xPU,30,2372.7130666666667,2,2782.9260000000004,6,11.061833333333334,3856.2280000000005,24,6,0.75,2155,2685,FALSE,1.1010269450889405,0.8525965356846235,0.615293770665704,0.8836920173805091,TRUE,FALSE,AmeriFlux,AMF,v1.3,AMF_US-xPU_FLUXNET_2019-2024_v1.3_r1.zip,10.17190/AMF/3010289
US-xRM,30,416.0914333333333,2,416.7435,1,0.345,128.33999999999997,24,1,0.9583333333333334,548,730.59,FALSE,0.7592909367396593,0.9984353285254199,3.2421024881824327,0.5695279614193095,TRUE,FALSE,AmeriFlux,AMF,v1.3,AMF_US-xRM_FLUXNET_2019-2024_v1.3_r1.zip,10.17190/AMF/1985450
US-xRN,30,1545.3926666666666,2,1775.1169999999997,NA,NA,NA,24,0,1,1220,1340.32,FALSE,1.266715300546448,0.8705863707387552,NA,1.1530027655087343,TRUE,FALSE,AmeriFlux,AMF,v1.3,AMF_US-xRN_FLUXNET_2019-2024_v1.3_r1.zip,10.17190/AMF/2571119
US-xSB,30,1101.3257666666666,2,1099.0415000000003,NA,NA,NA,24,0,1,1290,1302.09,FALSE,0.8537409043927648,1.0020784171177033,NA,0.8458138582330459,TRUE,FALSE,AmeriFlux,AMF,v1.3,AMF_US-xSB_FLUXNET_2019-2024_v1.3_r1.zip,10.17190/AMF/1985451
US-xSC,30,1040.1001666666666,2,1110.1444999999999,NA,NA,NA,24,0,1,1027,1125.5,FALSE,1.0127557611165205,0.9369052106880381,NA,0.9241227602547015,TRUE,FALSE,AmeriFlux,AMF,v1.3,AMF_US-xSC_FLUXNET_2019-2024_v1.3_r1.zip,10.17190/AMF/2229409
US-xSE,30,1121.9486333333334,2,1433.2804999999998,6,3.3965,1255.222,24,6,0.75,1104,1074.65,FALSE,1.0162578200483092,0.7827837142369086,0.8938248639151747,1.0440130585151755,TRUE,FALSE,AmeriFlux,AMF,v1.3,AMF_US-xSE_FLUXNET_2019-2024_v1.3_r1.zip,10.17190/AMF/1985452
