site_id,n_years_era5,map_era5,n_years_pf_all,map_pf_allmonths,n_months_qc0,map_pf_qc0_monthly_mean,map_pf_qc0_annualized,n_months_total,n_qc0,frac_filled,bio12_mm,badm_map_mm,excluded,ratio_to_bio12,ratio_to_pf_allmonths,ratio_to_pf_qc0,ratio_to_badm_map,too_few_qc0_months,implausible_raw,data_hub,product_source_network,oneflux_code_version,fluxnet_product_name,product_id
BR-Sa1,30,2009.1521666666667,10,2164.2831,51,5.823843137254902,2120.4136470588237,120,51,0.575,1868,2074.79,FALSE,1.0755632583868666,0.9283222544530643,0.9475284077017306,0.968364107532168,FALSE,FALSE,AmeriFlux,AMF,v1.3,AMF_BR-Sa1_FLUXNET_2002-2011_v1.3_r1.zip,10.17190/AMF/3027310
BR-Sa3,30,1457.5392666666667,5,1535.3479999999997,14,5.108928571428572,1865.8148571428571,60,14,0.7666666666666666,1852,2043.77,FALSE,0.7870082433405328,0.9493217607126638,0.7811810807952364,0.7131620811865653,FALSE,FALSE,AmeriFlux,AMF,v1.3,AMF_BR-Sa3_FLUXNET_2000-2004_v1.3_r1.zip,10.17190/AMF/3027311
BR-Xpw,30,1431.8699666666666,4,1191.626,11,3.8418181818181814,1381.74,48,11,0.7708333333333334,1341,1490,FALSE,1.0677628386776037,1.2016102087959366,1.0362803180530828,0.9609865548098434,TRUE,FALSE,AmeriFlux,AMF,v1.3,AMF_BR-Xpw_FLUXNET_2017-2022_v1.3_r1.zip,10.17190/AMF/3365275
BW-Gum,30,2356.7997666666665,3,2178.8923333333332,36,6.043611111111111,2178.8923333333332,36,36,0,462,NA,FALSE,5.101298196248196,1.0816504012665762,1.0816504012665762,NA,FALSE,FALSE,ICOS,FLX,v1.3,FLX_BW-Gum_FLUXNET_2018-2020_v1.3_r1.zip,4tYejpkp-7QNMRnCzgTb9TY1
BW-Nxr,30,2185.233133333333,2,1852.4865000000002,24,5.096208333333333,1852.4865000000004,24,24,0,436,NA,FALSE,5.012002599388379,1.1796216238732822,1.179621623873282,NA,FALSE,FALSE,ICOS,FLX,v1.3,FLX_BW-Nxr_FLUXNET_2019-2020_v1.3_r1.zip,OAWAcJkAaBET5Vn-Kx2tRvsb
CA-ARB,30,488.89663333333334,10,483.96139999999997,37,0.7079189189189189,257.11427027027025,120,37,0.6916666666666667,625,700,FALSE,0.7822346133333333,1.0101975763631839,1.9014760745073422,0.698423761904762,FALSE,FALSE,AmeriFlux,AMF,v1.3,AMF_CA-ARB_FLUXNET_2011-2024_v1.3_r1.zip,10.17190/AMF/1902821
CA-ARF,30,488.89456666666666,10,483.96139999999997,37,0.7079189189189189,257.11427027027025,120,37,0.6916666666666667,625,700,FALSE,0.7822313066666666,1.0101933060501658,1.9014680365767191,0.6984208095238095,FALSE,FALSE,AmeriFlux,AMF,v1.3,AMF_CA-ARF_FLUXNET_2011-2024_v1.3_r1.zip,10.17190/AMF/1902822
CA-BOU,30,711.3454333333333,3,712.867,9,2.4165555555555556,879.7653333333333,36,9,0.75,1032,1011,FALSE,0.6892882105943152,0.9978655672563512,0.8085627000533475,0.7036057698648203,TRUE,FALSE,AmeriFlux,AMF,v1.3,AMF_CA-BOU_FLUXNET_2018-2020_v1.3_r1.zip,10.17190/AMF/2469435
CA-CF1,30,3649.1881,2,3710.2349999999997,19,9.080263157894738,3324.3391578947367,24,19,0.20833333333333337,417,452,FALSE,8.751050599520383,0.983546352185239,1.0977183514304798,8.073425,FALSE,FALSE,AmeriFlux,AMF,v1.3,AMF_CA-CF1_FLUXNET_2007-2008_v1.3_r1.zip,10.17190/AMF/2229375
CA-CF2,30,4963.8835,4,5143.8295,28,9.194178571428571,3367.709142857143,48,28,0.41666666666666663,417,452,TRUE,11.903797362110312,0.9650171141947843,1.4739644338135072,10.98204314159292,FALSE,FALSE,AmeriFlux,AMF,v1.3,AMF_CA-CF2_FLUXNET_2008-2011_v1.3_r1.zip,10.17190/AMF/3027323
CA-CF3,30,252.5199,NA,NA,NA,NA,NA,NA,NA,NA,417,NA,FALSE,0.605563309352518,NA,NA,NA,TRUE,FALSE,AmeriFlux,AMF,v1.3,AMF_CA-CF3_FLUXNET_2022-2025_v1.3_r1.zip,10.17190/AMF/3027357
CA-Ca1,30,1315.8228666666666,14,1338.2473571428573,5,4.1672,1525.3776,168,5,0.9702380952380952,1692,1369,FALSE,0.7776730890464932,0.9832433889321727,0.8626210760317096,0.9611562210859508,TRUE,FALSE,AmeriFlux,AMF,v1.3,AMF_CA-Ca1_FLUXNET_1997-2010_v1.3_r1.zip,10.17190/AMF/2007163
CA-Ca2,30,1178.4454666666666,11,1145.5296363636364,6,2.9091666666666667,1060.088,132,6,0.9545454545454546,1587,1474,FALSE,0.7425617307288385,1.0287341586443088,1.111648718471171,0.7994881049298959,TRUE,FALSE,AmeriFlux,AMF,v1.3,AMF_CA-Ca2_FLUXNET_2000-2010_v1.3_r1.zip,10.17190/AMF/2007164
CA-Ca3,30,1772.5385666666666,20,1678.69205,120,4.753116666666666,1738.9254,240,120,0.5,1582,1676,FALSE,1.120441571849979,1.0559045458436922,1.0193298497259666,1.0576005767700876,FALSE,FALSE,AmeriFlux,AMF,v1.3,AMF_CA-Ca3_FLUXNET_2001-2024_v1.3_r1.zip,10.17190/AMF/3027312
CA-Cbo,30,3332.7779666666665,25,3352.79184,300,9.174873333333334,3352.79184,300,300,0,874,876.34,FALSE,3.8132471014492753,0.9940306841914369,0.9940306841914369,3.8030649823888747,FALSE,FALSE,AmeriFlux,AMF,v1.3,AMF_CA-Cbo_FLUXNET_1996-2024_v1.3_r1.zip,10.17190/AMF/1854365
CA-DB2,30,1196.4158333333332,2,1236.9555,10,2.3655,861.3624,24,10,0.5833333333333333,1342,NA,FALSE,0.8915170144063586,0.9672262529519722,1.388980797552033,NA,TRUE,FALSE,AmeriFlux,AMF,v1.3,AMF_CA-DB2_FLUXNET_2019-2024_v1.3_r1.zip,10.17190/AMF/1881564
CA-DBB,30,1139.3527,6,1161.129,NA,NA,NA,72,0,1,1469,1128,FALSE,0.7755974812797821,0.9812455808097119,NA,1.01006445035461,TRUE,FALSE,AmeriFlux,AMF,v1.3,AMF_CA-DBB_FLUXNET_2015-2024_v1.3_r1.zip,10.17190/AMF/1881565
CA-DSM,30,1166.4762333333333,NA,NA,NA,NA,NA,NA,NA,NA,1464,1077.8,FALSE,0.796773383424408,NA,NA,1.0822752211294613,TRUE,FALSE,AmeriFlux,AMF,v1.3,AMF_CA-DSM_FLUXNET_2021-2024_v1.3_r1.zip,10.17190/AMF/2571137
CA-EM1,30,395.9318333333333,NA,NA,NA,NA,NA,NA,NA,NA,480,504.8,FALSE,0.824857986111111,NA,NA,0.784334059693608,TRUE,FALSE,AmeriFlux,AMF,v1.3,AMF_CA-EM1_FLUXNET_2021-2023_v1.3_r1.zip,10.17190/AMF/2469436
CA-EM2,30,298.75856666666664,NA,NA,NA,NA,NA,NA,NA,NA,480,473.4,FALSE,0.6224136805555555,NA,NA,0.6310911843402337,TRUE,FALSE,AmeriFlux,AMF,v1.3,AMF_CA-EM2_FLUXNET_2021-2023_v1.3_r1.zip,10.17190/AMF/2571141
CA-Gro,30,822.5417666666667,12,833.2484166666667,15,2.5515333333333334,937.7080000000001,144,15,0.8958333333333334,740,831,FALSE,1.111542927927928,0.987150710657416,0.8771832667170021,0.9898216205375051,FALSE,FALSE,AmeriFlux,AMF,v1.3,AMF_CA-Gro_FLUXNET_2003-2014_v1.3_r1.zip,10.17190/AMF/1902823
CA-HPC,30,1114.4470666666666,1,1581.336,NA,NA,NA,12,0,1,238,240.6,FALSE,4.682550700280112,0.7047503292574548,NA,4.631949570518149,TRUE,FALSE,AmeriFlux,AMF,v1.3,AMF_CA-HPC_FLUXNET_2018-2018_v1.3_r1.zip,10.17190/AMF/2469437
CA-KLP,30,573.9364666666667,10,578.6197,47,1.066723404255319,389.4094468085106,120,47,0.6083333333333334,648,680,FALSE,0.8857044238683127,0.9919061979166397,1.4738637477094796,0.8440242156862745,FALSE,FALSE,AmeriFlux,AMF,v1.3,AMF_CA-KLP_FLUXNET_2011-2020_v1.3_r1.zip,10.17190/AMF/3027324
CA-LP1,30,537.0924333333334,14,538.5622142857143,NA,NA,NA,168,0,1,723,570,FALSE,0.7428664361456893,0.997270917057688,NA,0.9422674269005848,TRUE,FALSE,AmeriFlux,AMF,v1.3,AMF_CA-LP1_FLUXNET_2007-2024_v1.3_r1.zip,10.17190/AMF/1832155
CA-LU1,30,384.5509333333333,1,617.74,7,0.855,313.00457142857147,12,7,0.41666666666666663,350,379,FALSE,1.0987169523809523,0.622512599691348,1.2285792874468893,1.0146462620932277,TRUE,FALSE,AmeriFlux,AMF,v1.3,AMF_CA-LU1_FLUXNET_2020-2023_v1.3_r1.zip,10.17190/AMF/3027376
CA-LU2,30,358.3070666666667,1,532.659,8,1.01275,368.8335,12,8,0.33333333333333337,355,379,FALSE,1.0093156807511738,0.672676265052626,0.9714602026840476,0.9454012313104662,TRUE,FALSE,AmeriFlux,AMF,v1.3,AMF_CA-LU2_FLUXNET_2020-2023_v1.3_r1.zip,10.17190/AMF/3027377
CA-MA1,30,443.6125666666667,3,461.6126666666666,4,0.73525,264.057,36,4,0.8888888888888888,519,514,FALSE,0.8547448298008992,0.9610060526935282,1.6799879066514678,0.8630594682230869,TRUE,FALSE,AmeriFlux,AMF,v1.3,AMF_CA-MA1_FLUXNET_2009-2011_v1.3_r1.zip,10.17190/AMF/2007165
CA-MA2,30,462.4175666666667,3,480.2543333333333,5,0.8099999999999999,291.06960000000004,36,5,0.8611111111111112,518,514,FALSE,0.8926980051480052,0.962859748619308,1.588683829113953,0.8996450713359274,TRUE,FALSE,AmeriFlux,AMF,v1.3,AMF_CA-MA2_FLUXNET_2009-2011_v1.3_r1.zip,10.17190/AMF/2007166
CA-MA3,30,473.8713333333333,3,480.47499999999997,5,0.808,290.5608,36,5,0.8611111111111112,519,514,FALSE,0.9130468850353243,0.9862559619820664,1.6308852857416878,0.921928664072633,TRUE,FALSE,AmeriFlux,AMF,v1.3,AMF_CA-MA3_FLUXNET_2009-2011_v1.3_r1.zip,10.17190/AMF/2007167
CA-Man,30,328.0806333333333,15,324.87873333333334,12,0.46275,168.19,180,12,0.9333333333333333,509,520,FALSE,0.6445592010478061,1.0098556774312302,1.9506548149909824,0.6309242948717948,FALSE,FALSE,AmeriFlux,AMF,v1.3,AMF_CA-Man_FLUXNET_1994-2008_v1.3_r1.zip,10.17190/AMF/2571101
CA-Mer,30,882.9069999999999,23,884.8838695652174,71,2.0472957746478873,741.8722816901409,276,71,0.7427536231884058,943,943,FALSE,0.9362746553552491,0.997765955925732,1.1901064668281611,0.9362746553552491,FALSE,FALSE,AmeriFlux,AMF,v1.3,AMF_CA-Mer_FLUXNET_1998-2020_v1.3_r1.zip,10.17190/AMF/2571102
CA-Mtk,30,206.7714,NA,NA,NA,NA,NA,NA,NA,NA,197,173,FALSE,1.0496010152284263,NA,NA,1.1952104046242775,TRUE,FALSE,AmeriFlux,AMF,v1.3,AMF_CA-Mtk_FLUXNET_2024-2024_v1.3_r1.zip,10.17190/AMF/2571152
CA-Na1,30,1287.7088333333334,3,1302.4796666666666,7,3.2154285714285713,1168.8428571428572,36,7,0.8055555555555556,1147,1102.7,FALSE,1.1226755303690787,0.9886594518813986,1.101695429342003,1.1677780296847133,TRUE,FALSE,AmeriFlux,AMF,v1.3,AMF_CA-Na1_FLUXNET_2003-2005_v1.3_r1.zip,10.17190/AMF/3027672
CA-Ojp,30,494.6377,12,487.60274999999996,NA,NA,NA,144,0,1,473,430.5,FALSE,1.045745665961945,1.014427625767082,NA,1.1489842044134726,TRUE,FALSE,AmeriFlux,AMF,v1.3,AMF_CA-Ojp_FLUXNET_1999-2010_v1.3_r1.zip,10.17190/AMF/3365260
CA-PB1,30,344.5383,5,316.3214,38,0.7301315789473685,266.98168421052634,60,38,0.3666666666666667,525,490,FALSE,0.6562634285714286,1.089203259722548,1.2904941438915973,0.703139387755102,FALSE,FALSE,AmeriFlux,AMF,v1.3,AMF_CA-PB1_FLUXNET_2016-2024_v1.3_r1.zip,10.17190/AMF/3027379
CA-PB2,30,475.45213333333334,4,443.4185,33,0.940969696969697,343.90618181818184,48,33,0.3125,524,490,FALSE,0.9073513994910941,1.0722424376369804,1.3825053414849575,0.9703104761904762,FALSE,FALSE,AmeriFlux,AMF,v1.3,AMF_CA-PB2_FLUXNET_2017-2024_v1.3_r1.zip,10.17190/AMF/3027380
CA-Qc2,30,827.3691,4,790.681,6,1.5141666666666667,549.376,48,6,0.875,965,NA,FALSE,0.8573773056994819,1.0464006343898486,1.5060160982642126,NA,TRUE,FALSE,AmeriFlux,AMF,v1.3,AMF_CA-Qc2_FLUXNET_2007-2010_v1.3_r1.zip,10.17190/AMF/2469438
CA-Qfo,30,975.0215000000001,8,947.1850000000001,15,2.4574666666666665,898.3304,96,15,0.84375,983,962.32,FALSE,0.991883519837233,1.0293886621937636,1.0853707054776283,1.013198831989359,FALSE,FALSE,AmeriFlux,AMF,v1.3,AMF_CA-Qfo_FLUXNET_2003-2010_v1.3_r1.zip,10.17190/AMF/2006960
CA-RBM,30,974.1024333333334,NA,NA,NA,NA,NA,NA,NA,NA,1180,1152,FALSE,0.8255105367231639,NA,NA,0.8455750289351852,TRUE,FALSE,AmeriFlux,AMF,v1.3,AMF_CA-RBM_FLUXNET_2022-2024_v1.3_r1.zip,10.17190/AMF/3027354
CA-SCB,30,342.5516666666667,6,313.72683333333333,11,0.5349090909090909,193.9167272727273,72,11,0.8472222222222222,414,388,FALSE,0.8274194847020934,1.0918787628940465,1.766488489592221,0.8828651202749142,TRUE,FALSE,AmeriFlux,AMF,v1.3,AMF_CA-SCB_FLUXNET_2014-2019_v1.3_r1.zip,10.17190/AMF/2469439
CA-SCC,30,269.28866666666664,8,252.340125,19,0.7738947368421052,284.0602105263158,96,19,0.8020833333333334,414,387.6,FALSE,0.6504557165861513,1.0671654643377333,0.9479985463916963,0.6947592019263845,FALSE,FALSE,AmeriFlux,AMF,v1.3,AMF_CA-SCC_FLUXNET_2013-2024_v1.3_r1.zip,10.17190/AMF/2469440
CA-SF1,30,421.0691,4,445.8945,7,0.779,283.4417142857143,48,7,0.8541666666666666,494,470,FALSE,0.8523665991902833,0.9443244982837868,1.4855579781582708,0.8958917021276596,TRUE,FALSE,AmeriFlux,AMF,v1.3,AMF_CA-SF1_FLUXNET_2003-2006_v1.3_r1.zip,10.17190/AMF/1902831
CA-SF2,30,346.47696666666667,5,308.4858,11,0.5279090909090909,191.46327272727274,60,11,0.8166666666666667,486,470,FALSE,0.7129155692729767,1.123153696755788,1.8096262626838155,0.7371850354609929,TRUE,FALSE,AmeriFlux,AMF,v1.3,AMF_CA-SF2_FLUXNET_2001-2005_v1.3_r1.zip,10.17190/AMF/2006961
CA-SF3,30,387.4114333333333,6,372.5536666666667,25,1.00756,367.31184,72,25,0.6527777777777778,481,470,FALSE,0.8054291753291754,1.0398808762227545,1.054720788018522,0.8242796453900709,FALSE,FALSE,AmeriFlux,AMF,v1.3,AMF_CA-SF3_FLUXNET_2001-2006_v1.3_r1.zip,10.17190/AMF/3027313
CA-SJ2,30,499.2909,6,509.65433333333334,42,0.8400238095238095,307.25085714285717,72,42,0.41666666666666663,477,430.03,FALSE,1.0467314465408806,0.9796657603879231,1.6250268742711864,1.161060623677418,FALSE,FALSE,AmeriFlux,AMF,v1.3,AMF_CA-SJ2_FLUXNET_2003-2008_v1.3_r1.zip,10.17190/AMF/3365261
CA-SMC,30,1656.6342333333332,1,1524.2010000000002,12,4.16475,1524.201,12,12,0,349,388,FALSE,4.746802960840497,1.0868869875648506,1.0868869875648508,4.2696758591065285,FALSE,FALSE,AmeriFlux,AMF,v1.3,AMF_CA-SMC_FLUXNET_2018-2018_v1.3_r1.zip,10.17190/AMF/2571111
CA-TP1,30,669.2239666666667,19,739.7672105263158,42,1.7565238095238096,641.0022857142857,228,42,0.8157894736842105,986,1036,FALSE,0.6787261325219743,0.9046412941045868,1.044027426393547,0.6459690797940798,FALSE,FALSE,AmeriFlux,AMF,v1.3,AMF_CA-TP1_FLUXNET_2002-2023_v1.3_r1.zip,10.17190/AMF/2006962
CA-TP2,30,0,6,0,71,0,0,72,71,0.01388888888888884,970,1036,FALSE,0,NA,NA,0,FALSE,FALSE,AmeriFlux,AMF,v1.3,AMF_CA-TP2_FLUXNET_2002-2007_v1.3_r1.zip,10.17190/AMF/3365262
CA-TP3,30,1099.2175666666667,19,1113.4408421052633,71,2.940619718309859,1075.331323943662,228,71,0.6885964912280702,970,1036,FALSE,1.1332139862542956,0.9872258364335696,1.0222129144675192,1.0610208172458173,FALSE,FALSE,AmeriFlux,AMF,v1.3,AMF_CA-TP3_FLUXNET_2002-2023_v1.3_r1.zip,10.17190/AMF/1881566
CA-TP4,30,1099.2175666666667,19,1113.4408421052633,71,2.940619718309859,1075.331323943662,228,71,0.6885964912280702,976,1036,FALSE,1.126247506830601,0.9872258364335696,1.0222129144675192,1.0610208172458173,FALSE,FALSE,AmeriFlux,AMF,v1.3,AMF_CA-TP4_FLUXNET_2002-2023_v1.3_r1.zip,10.17190/AMF/3365263
CA-TPA,30,1108.8337333333334,1,1126.6940000000002,NA,NA,NA,12,0,1,970,956,FALSE,1.143127560137457,0.9841480768809749,NA,1.1598679218967922,TRUE,FALSE,AmeriFlux,AMF,v1.3,AMF_CA-TPA_FLUXNET_2020-2023_v1.3_r1.zip,10.17190/AMF/3027362
CA-TPD,30,931.4757333333333,9,905.1328888888888,10,2.5345,929.5343999999999,108,10,0.9074074074074074,986,1036,FALSE,0.9447015551048006,1.0291038418422538,1.00208850079495,0.8991078507078507,TRUE,FALSE,AmeriFlux,AMF,v1.3,AMF_CA-TPD_FLUXNET_2012-2023_v1.3_r1.zip,10.17190/AMF/1881567
CA-TVC,30,104.27626666666667,1,138.468,NA,NA,NA,12,0,1,219,240.6,FALSE,0.47614733637747336,0.7530712270464416,NA,0.4334009420892214,TRUE,FALSE,AmeriFlux,AMF,v1.3,AMF_CA-TVC_FLUXNET_2017-2017_v1.3_r1.zip,10.17190/AMF/3365267
CD-Ygb,30,2433.6066,1,2387.007,9,6.505222222222222,2377.057333333333,12,9,0.25,1774,1811.7,FALSE,1.3718188275084555,1.01952218824662,1.0237896098986254,1.3432723960920683,TRUE,FALSE,ICOS,ICOS,v1.3,ICOS_CD-Ygb_FLUXNET_2020-2025_v1.3_r1.zip,4yxFg7HiX3wwcXY7t16U5Jec
CG-Tch,30,1590.3380666666667,4,1650.947,6,3.9488333333333334,1407.4299999999998,48,6,0.875,1320,1150,FALSE,1.2048015656565656,0.9632883833743099,1.1299589085543629,1.3829026666666666,TRUE,FALSE,ICOS,EUF,v1.3,EUF_CG-Tch_FLUXNET_2006-2009_v1.3_r1.zip,FCFD-_Unczb9xHrj6_dm8loj
CH-Aws,30,1332.9461333333334,15,1430.5735333333332,68,3.4788676470588236,1272.2078823529412,180,68,0.6222222222222222,1158,918,FALSE,1.1510761082325849,0.9317564614993811,1.0477423947948328,1.45201103848947,FALSE,FALSE,ICOS,EUF,v1.3,EUF_CH-Aws_FLUXNET_2006-2024_v1.3_r2.zip,2c8FDF30wAcPfPTgr_PwL3qv
CH-Cha,30,1182.5493666666666,16,1156.14625,20,3.2844,1199.4438,192,20,0.8958333333333334,1194,1136,FALSE,0.990409854829704,1.0228371771016571,0.9859147770547204,1.0409765551643193,FALSE,FALSE,ICOS,EUF,v1.3,EUF_CH-Cha_FLUXNET_2005-2024_v1.3_r1.zip,_BRGI6F0aH0BpH6M9QscIcym
CH-Crs,30,905.8019,2,887.8344999999999,NA,NA,NA,24,0,1,1016,957,FALSE,0.8915373031496063,1.0202373302681977,NA,0.9465014629049112,TRUE,FALSE,ICOS,EUF,v1.3,EUF_CH-Crs_FLUXNET_2015-2016_v1.3_r1.zip,imYdB4O0vIcmT-V5Xecz4Ww6
CH-Dav,30,873.3136333333333,24,869.9184583333333,NA,NA,NA,288,0,1,1094,876,FALSE,0.7982757160268129,1.0039028658002094,NA,0.9969333713850836,TRUE,FALSE,ICOS,ICOS,v1.3,ICOS_CH-Dav_FLUXNET_1997-2025_v1.3_r1.zip,Pr9SZHBdwu6YbWLoOGhzjSJQ
CH-For,30,1072.3002333333334,NA,NA,NA,NA,NA,NA,NA,NA,1238,1151,FALSE,0.8661552773290253,NA,NA,0.9316248769186215,TRUE,FALSE,ICOS,EUF,v1.3,EUF_CH-For_FLUXNET_2024-2024_v1.3_r2.zip,J588sazh4YQmAe0rk3vLQAvD
CH-Frk,30,1197.6444666666666,2,1242.3069999999998,NA,NA,NA,24,0,1,1224,1450,FALSE,0.9784677015250545,0.96404871474335,NA,0.8259617011494252,TRUE,FALSE,ICOS,EUF,v1.3,EUF_CH-Frk_FLUXNET_2013-2014_v1.3_r1.zip,DyO-bck7H9h82Jj_OFEFlWHD
CH-Fru,30,1503.4292,16,1400.3293125,10,4.1008000000000004,1496.5836,192,10,0.9479166666666666,1398,1492,FALSE,1.0754143061516452,1.0736254583687435,1.004574151420609,1.0076603217158178,TRUE,FALSE,ICOS,EUF,v1.3,EUF_CH-Fru_FLUXNET_2005-2024_v1.3_r1.zip,xnRKIWdx6isC5GLqv_pHq5hU
CH-Lae,30,883.6265666666667,17,840.2864705882353,NA,NA,NA,204,0,1,1160,1100,FALSE,0.761747040229885,1.0515777625791018,NA,0.8032968787878788,TRUE,FALSE,ICOS,EUF,v1.3,EUF_CH-Lae_FLUXNET_2004-2024_v1.3_r1.zip,V_BAvTqbUIgSItmCcoHgP3Vy
CH-Oe1,30,1175.8516666666667,10,1146.1089000000002,NA,NA,NA,120,0,1,1126,1100,FALSE,1.0442732386027236,1.0259510825425633,NA,1.0689560606060606,TRUE,FALSE,ICOS,EUF,v1.3,EUF_CH-Oe1_FLUXNET_2002-2011_v1.3_r1.zip,Yhvt49ceMFBoaJhA4RgbYQf4
CH-Oe2,30,1148.4836666666667,17,1128.2848823529412,30,2.9494666666666665,1077.2,204,30,0.8529411764705882,1126,1155,FALSE,1.0199677323860272,1.0179022023866904,1.066174959772249,0.994358152958153,FALSE,FALSE,ICOS,EUF,v1.3,EUF_CH-Oe2_FLUXNET_2004-2024_v1.3_r1.zip,nayPPdWP7UC3vBVNv1HnbxOJ
CH-Oe3,30,1160.5129666666667,10,1131.1592,3,1.9643333333333335,691.36,120,3,0.975,1126,1100,FALSE,1.0306509473060983,1.025950163926233,1.6785943165162385,1.055011787878788,TRUE,FALSE,ICOS,EUF,v1.3,EUF_CH-Oe3_FLUXNET_2002-2011_v1.3_r2.zip,Jk2_wTjn37nJQ0Ex5QzdqT8D
CH-Rh1,30,1677.0118333333332,3,1442.7083333333333,2,4.2225,1529.334,36,2,0.9444444444444444,1351,1407,FALSE,1.241311497656057,1.1624053140794224,1.0965634932155652,1.1919060649135276,TRUE,FALSE,ICOS,EUF,v1.3,EUF_CH-Rh1_FLUXNET_2018-2021_v1.3_r1.zip,dvdiSGaj5yT3Cv3bSaKktRf5
CH-Rh2,30,1677.0118333333332,3,1442.7083333333333,2,4.2225,1529.334,36,2,0.9444444444444444,1351,1407,FALSE,1.241311497656057,1.1624053140794224,1.0965634932155652,1.1919060649135276,TRUE,FALSE,ICOS,EUF,v1.3,EUF_CH-Rh2_FLUXNET_2018-2021_v1.3_r1.zip,s29xGnt-hLzMlal-qo4i1iwb
CH-Rtb,30,1436.3975666666668,12,1402.2630000000001,NA,NA,NA,144,0,1,1275,1434,FALSE,1.1265863267973857,1.0243424854443615,NA,1.0016719432821943,TRUE,FALSE,ICOS,EUF,v1.3,EUF_CH-Rtb_FLUXNET_2009-2022_v1.3_r1.zip,ZSw7OruD5oGCPKwcw5aAC563
CH-Tnk,30,1168.7216333333333,NA,NA,NA,NA,NA,NA,NA,NA,1094,1169,FALSE,1.0683013101767216,NA,NA,0.999761876247505,TRUE,FALSE,ICOS,EUF,v1.3,EUF_CH-Tnk_FLUXNET_2024-2024_v1.3_r1.zip,mkSJOp0Dw6pVHTYytNO2XjZW
CL-ACF,30,3172.8040666666666,3,2939.1706666666664,NA,NA,NA,36,0,1,1914,4500,FALSE,1.6576823754789272,1.0794895657641295,NA,0.7050675703703704,TRUE,FALSE,AmeriFlux,AMF,v1.3,AMF_CL-ACF_FLUXNET_2018-2020_v1.3_r1.zip,10.17190/AMF/2571129
CL-SDF,30,1506.9242333333334,7,1452.8185714285712,19,3.384894736842105,1238.3393684210528,84,19,0.7738095238095238,2409,2110,FALSE,0.6255393247543932,1.0372418572895579,1.2168911622786736,0.7141821011058452,FALSE,FALSE,AmeriFlux,AMF,v1.3,AMF_CL-SDF_FLUXNET_2014-2021_v1.3_r1.zip,10.17190/AMF/2469441
CL-SDP,30,1421.9918333333333,7,1404.191142857143,NA,NA,NA,84,0,1,2354,2110,FALSE,0.6040746955536674,1.0126768286260308,NA,0.6739297788309636,TRUE,FALSE,AmeriFlux,AMF,v1.3,AMF_CL-SDP_FLUXNET_2014-2021_v1.3_r1.zip,10.17190/AMF/2571108
CN-Aro,30,2471.6720666666665,8,2525.9155,96,6.8936979166666665,2525.9155,96,96,0,411,400,FALSE,6.013800648824006,0.9785252383409764,0.9785252383409764,6.179180166666666,FALSE,FALSE,ICOS,CNF,v1.3,CNF_CN-Aro_FLUXNET_2013-2024_v1.3_r2.zip,jxTNODjDo67lOrOxUacBPDO4
CN-Ash,30,1466.8425666666667,11,1315.652090909091,NA,NA,NA,132,0,1,988,NA,FALSE,1.4846584682861,1.1149167601391534,NA,NA,TRUE,FALSE,ICOS,CNF,v1.3,CNF_CN-Ash_FLUXNET_2009-2019_v1.3_r2.zip,-aqgpma6k0HrmLYRSsZInJHG
CN-BeO,30,532.4038666666667,9,499.1645555555555,1,1.981,713.16,108,1,0.9907407407407407,546,NA,FALSE,0.9750986568986569,1.066589886523727,0.7465419634677586,NA,TRUE,FALSE,ICOS,CNF,v1.3,CNF_CN-BeO_FLUXNET_2012-2020_v1.3_r2.zip,bGwvrJ7bcVh2rAzAE59-6SwC
CN-DaW,30,311.1937,9,308.1252222222222,48,0.8063958333333333,295.85725,108,48,0.5555555555555556,419,NA,FALSE,0.7427057279236277,1.009958541386673,1.051837330334139,NA,FALSE,FALSE,ICOS,CNF,v1.3,CNF_CN-DaW_FLUXNET_2011-2019_v1.3_r1.zip,DQKmnAHmBm3CphGIcY5xQPmD
CN-Dan,30,372.06173333333334,10,398.4619,64,0.972078125,356.19487499999997,120,64,0.4666666666666667,419,NA,FALSE,0.8879754972155927,0.9337448155854633,1.0445454425287095,NA,FALSE,FALSE,ICOS,CNF,v1.3,CNF_CN-Dan_FLUXNET_2011-2020_v1.3_r1.zip,5nBFYMv5AuND3EaDf_ScE4kY
CN-Dda,30,1158.7745666666667,4,1010.2120000000001,48,2.7559791666666666,1010.212,48,48,0,261,NA,FALSE,4.439749297573436,1.147060781961278,1.1470607819612781,NA,FALSE,FALSE,ICOS,CNF,v1.3,CNF_CN-Dda_FLUXNET_2011-2014_v1.3_r1.zip,LfCurmcmjbwq0kACEe81OTEW
CN-Din,30,1502.0699,11,1603.9843636363637,36,4.296583333333333,1574.0800000000002,132,36,0.7272727272727273,1835,NA,FALSE,0.8185667029972752,0.9364616850719696,0.9542525792844073,NA,FALSE,FALSE,ICOS,CNF,v1.3,CNF_CN-Din_FLUXNET_2010-2020_v1.3_r2.zip,eIM3dmOatc4k0XhMwrwZZGkW
