site_id,ERA_VARIABLE,ERA_SLOPE,ERA_INTERCEPT,ERA_RMSE,ERA_CORRELATION
DE-Lkb,TA,1,-0,0.89,0.93
DE-Lkb,PA,1,-0,0.06,0.97
DE-Lkb,VPD,1,-0,0.68,0.73
DE-Lkb,WS,1,0.12,0.14,0.48
DE-Lkb,P,-9999,-9999,-9999,-9999
DE-Lkb,SW_IN,1,5.84,34.29,0.85
DE-Lkb,LW_IN,1,-0.02,6.7,0.83
DE-Lkb,LW_IN_JSB,1,0.01,9.15,0.82
DE-Lnf,TA,1,-0,1.16,0.97
DE-Lnf,PA,1,-0,0.18,0.95
DE-Lnf,VPD,1,-0,1.14,0.91
DE-Lnf,WS,1,0.17,0.53,0.8
DE-Lnf,P,1,-9999,-9999,-9999
DE-Lnf,SW_IN,1,3.59,56.91,0.91
DE-Lnf,LW_IN,1,-0.01,14.72,0.85
DE-Lnf,LW_IN_JSB,1,-0.02,19.14,0.81
DE-Msr,TA,1,0,1.02,0.94
DE-Msr,PA,1,0.01,0.15,0.81
DE-Msr,VPD,1,-0,0.77,0.91
DE-Msr,WS,1,-0,0.24,0.57
DE-Msr,P,1,-9999,-9999,-9999
DE-Msr,SW_IN,1,3.39,33.95,0.9
DE-Msr,LW_IN,1,0.03,5.08,0.86
DE-Msr,LW_IN_JSB,1,0.02,10.96,0.84
DE-Obe,TA,1,-0,1.64,0.94
DE-Obe,PA,1,0,0.26,0.77
DE-Obe,VPD,1,-0,1.39,0.83
DE-Obe,WS,1,0.3,0.68,0.67
DE-Obe,P,1,-9999,-9999,-9999
DE-Obe,SW_IN,1,3.4,57.93,0.89
DE-Obe,LW_IN,1,0,14.82,0.84
DE-Obe,LW_IN_JSB,1,-0,18.37,0.81
DE-Rns,TA,1,0,0.6,0.96
DE-Rns,PA,1,-0,0.02,1
DE-Rns,VPD,1,0,0.69,0.88
DE-Rns,WS,1,-0.06,0.29,0.81
DE-Rns,P,1,-9999,-9999,-9999
DE-Rns,SW_IN,1,9.14,26.78,0.89
DE-Rns,LW_IN,1,-0,5.6,0.86
DE-Rns,LW_IN_JSB,1,0.01,9.61,0.8
DE-RuC,TA,1,-0,0.81,0.97
DE-RuC,PA,1,-0,0.29,0.82
DE-RuC,VPD,1,-0,0.8,0.92
DE-RuC,WS,1,0.02,0.25,0.73
DE-RuC,P,1,-9999,-9999,-9999
DE-RuC,SW_IN,1,3.56,45.25,0.89
DE-RuC,LW_IN,1,0,10.81,0.83
DE-RuC,LW_IN_JSB,1,-0.07,13.64,0.8
DE-RuM,TA,1,0,0.79,0.96
DE-RuM,PA,1,0,0.15,0.88
DE-RuM,VPD,1,0,0.75,0.92
DE-RuM,WS,1,-0.07,0.41,0.83
DE-RuM,P,1,-9999,-9999,-9999
DE-RuM,SW_IN,1,6.27,38.91,0.89
DE-RuM,LW_IN,1,-0,7.9,0.86
DE-RuM,LW_IN_JSB,1,-0,12.4,0.83
DE-RuR,TA,1,-0,0.83,0.98
DE-RuR,PA,1,0,0.09,0.99
DE-RuR,VPD,1,-0,0.84,0.92
DE-RuR,WS,1,-0.01,0.5,0.85
DE-RuR,P,1,-9999,-9999,-9999
DE-RuR,SW_IN,1,7.82,56.2,0.89
DE-RuR,LW_IN,1,0,12.5,0.85
DE-RuR,LW_IN_JSB,1,-0,16.93,0.81
DE-RuS,TA,1,0,0.83,0.98
DE-RuS,PA,1,-0,0.12,0.97
DE-RuS,VPD,1,0,1.05,0.93
DE-RuS,WS,1,0.02,0.46,0.73
DE-RuS,P,1,-9999,-9999,-9999
DE-RuS,SW_IN,1,6.22,52.17,0.89
DE-RuS,LW_IN,1,-0,11.66,0.87
DE-RuS,LW_IN_JSB,1,-0,14.85,0.84
DE-RuW,TA,1,-0,1.1,0.95
DE-RuW,PA,1,0,0.27,0.83
DE-RuW,VPD,1,0,0.91,0.91
DE-RuW,WS,1,0.17,0.36,0.77
DE-RuW,P,1,-9999,-9999,-9999
DE-RuW,SW_IN,1,6.57,48.62,0.89
DE-RuW,LW_IN,1,-0,11.49,0.82
DE-RuW,LW_IN_JSB,1,0.01,17.16,0.74
DE-SbM,TA,1,-0,0.39,0.95
DE-SbM,PA,1,0,0.05,0.95
DE-SbM,VPD,1,0.01,0.35,0.84
DE-SbM,WS,1,0.13,0.26,0.7
DE-SbM,P,-9999,-9999,-9999,-9999
DE-SbM,SW_IN,1,3.2,18.61,0.88
DE-SbM,LW_IN,1,-0.65,7.5,0.68
DE-SbM,LW_IN_JSB,1,-0.35,5.06,0.78
DE-Seh,TA,1,0,0.4,0.98
DE-Seh,PA,1,-0,0.02,1
DE-Seh,VPD,1,0,0.45,0.92
DE-Seh,WS,1,-0.03,0.23,0.82
DE-Seh,P,1,-9999,-9999,-9999
DE-Seh,SW_IN,1,6.28,27.49,0.89
DE-Seh,LW_IN,-9999,-9999,-9999,-9999
DE-Seh,LW_IN_JSB,1,-0,7.96,0.83
DE-SfS,TA,1,-0,1.21,0.96
DE-SfS,PA,1,-0,0.1,0.96
DE-SfS,VPD,1,0,1.23,0.86
DE-SfS,WS,1,0.05,0.38,0.6
DE-SfS,P,-9999,-9999,-9999,-9999
DE-SfS,SW_IN,1,2.71,50.65,0.89
DE-SfS,LW_IN,-9999,-9999,-9999,-9999
DE-SfS,LW_IN_JSB,1,-1.28,13.37,0.82
DE-Spw,TA,1,-0,0.38,0.99
DE-Spw,PA,1,-0,0.02,0.99
DE-Spw,VPD,1,-0,0.56,0.96
DE-Spw,WS,1,0.09,0.24,0.81
DE-Spw,P,-9999,-9999,-9999,-9999
DE-Spw,SW_IN,1,3.97,30.64,0.91
DE-Spw,LW_IN,1,0,6.82,0.9
DE-Spw,LW_IN_JSB,1,0,10.18,0.85
DE-Tha,TA,1,-0,1.48,0.97
DE-Tha,PA,1,0,0.28,0.9
DE-Tha,VPD,1,-0,1.67,0.91
DE-Tha,WS,1,0.24,1.08,0.61
DE-Tha,P,1,-9999,-9999,-9999
DE-Tha,SW_IN,1,4.8,76.65,0.89
DE-Tha,LW_IN,1,-0,15.1,0.87
DE-Tha,LW_IN_JSB,1,-0,24.2,0.83
DE-Zrk,TA,1,-0,0.72,0.98
DE-Zrk,PA,1,-0,0.04,1
DE-Zrk,VPD,1,0.01,75.78,0.9
DE-Zrk,WS,1,-0.1,0.43,0.85
DE-Zrk,P,-9999,-9999,-9999,-9999
DE-Zrk,SW_IN,1,4.06,39.81,0.91
DE-Zrk,LW_IN,1,0,8.97,0.88
DE-Zrk,LW_IN_JSB,1,-0.05,44.19,0.1
DK-Eng,TA,1,0,0.38,0.98
DK-Eng,PA,1,0,0.02,1
DK-Eng,VPD,1,0,0.37,0.91
DK-Eng,WS,1,-0.1,0.29,0.87
DK-Eng,P,-9999,-9999,-9999,-9999
DK-Eng,SW_IN,1,10.24,22.57,0.9
DK-Eng,LW_IN,-9999,-9999,-9999,-9999
DK-Eng,LW_IN_JSB,1,-0,9.09,0.75
DK-Fou,TA,1,0,0.22,0.97
DK-Fou,PA,1,-0,0.04,0.96
DK-Fou,VPD,1,-0,0.19,0.89
DK-Fou,WS,1,-0.01,0.14,0.73
DK-Fou,P,1,-9999,-9999,-9999
DK-Fou,SW_IN,1,4.41,12.22,0.9
DK-Fou,LW_IN,-9999,-9999,-9999,-9999
DK-Fou,LW_IN_JSB,1,-0.01,4.35,0.81
DK-Gds,TA,1,-0,0.23,0.98
DK-Gds,PA,1,0,0.01,1
DK-Gds,VPD,1,0,0.23,0.94
DK-Gds,WS,1,0.18,0.18,0.86
DK-Gds,P,1,-9999,-9999,-9999
DK-Gds,SW_IN,1,2.78,18.96,0.9
DK-Gds,LW_IN,-9999,-9999,-9999,-9999
DK-Gds,LW_IN_JSB,1,-0.02,5.98,0.8
DK-RCW,TA,1,0,0.28,0.99
DK-RCW,PA,1,-0,0.23,0.77
DK-RCW,VPD,1,0,0.28,0.93
DK-RCW,WS,1,0,0.23,0.8
DK-RCW,P,1,-9999,-9999,-9999
DK-RCW,SW_IN,1,3.21,19.96,0.93
DK-RCW,LW_IN,1,-0,6.92,0.79
DK-RCW,LW_IN_JSB,1,0,8.08,0.78
DK-Skj,TA,1,0,0.24,0.98
DK-Skj,PA,1,0,0.02,1
DK-Skj,VPD,1,0,0.26,0.89
DK-Skj,WS,1,0.01,0.28,0.86
DK-Skj,P,1,-9999,-9999,-9999
DK-Skj,SW_IN,1,2.32,19.23,0.9
DK-Skj,LW_IN,-9999,-9999,-9999,-9999
DK-Skj,LW_IN_JSB,1,-0,6.64,0.8
DK-Sor,TA,1,-0,1.23,0.97
DK-Sor,PA,1,0,0.31,0.93
DK-Sor,VPD,1,0,0.92,0.93
DK-Sor,WS,1,0.16,0.97,0.83
DK-Sor,P,1,-9999,-9999,-9999
DK-Sor,SW_IN,1,1.64,65.57,0.91
DK-Sor,LW_IN,1,0,12.08,0.87
DK-Sor,LW_IN_JSB,1,0.01,23.96,0.79
DK-Vng,TA,1,0,0.35,0.98
DK-Vng,PA,1,-0,0.02,1
DK-Vng,VPD,1,-0,0.35,0.93
DK-Vng,WS,1,0.01,0.4,0.69
DK-Vng,P,1,-9999,-9999,-9999
DK-Vng,SW_IN,1,4.82,21.46,0.91
DK-Vng,LW_IN,1,0,5.56,0.87
DK-Vng,LW_IN_JSB,1,0,8.13,0.81
EE-Pts,TA,1,-0,0.26,0.99
EE-Pts,PA,1,0,0.03,0.99
EE-Pts,VPD,1,0,0.26,0.94
EE-Pts,WS,1,-0.06,0.23,0.85
EE-Pts,P,1,-9999,-9999,-9999
EE-Pts,SW_IN,1,3.42,15.06,0.92
EE-Pts,LW_IN,1,0.01,4.96,0.86
EE-Pts,LW_IN_JSB,1,0.01,6.88,0.82
EE-Rng,TA,1,0,0.21,0.99
EE-Rng,PA,1,0,0.08,0.81
EE-Rng,VPD,1,0,0.23,0.94
EE-Rng,WS,1,-0.06,0.14,0.78
EE-Rng,P,1,-9999,-9999,-9999
EE-Rng,SW_IN,1,3.16,11.84,0.91
EE-Rng,LW_IN,1,-0.04,3.71,0.86
EE-Rng,LW_IN_JSB,1,-0.07,5.03,0.83
EE-Stg,TA,1,0,0.51,0.99
EE-Stg,PA,-9999,-9999,-9999,-9999
EE-Stg,VPD,1,0,1.05,0.9
EE-Stg,WS,1,0.09,0.34,0.76
EE-Stg,P,-9999,-9999,-9999,-9999
EE-Stg,SW_IN,1,3.27,35.87,0.9
EE-Stg,LW_IN,-9999,-9999,-9999,-9999
EE-Stg,LW_IN_JSB,1,-0.01,16.3,0.81
ES-Abr,TA,1,-0,0.85,0.96
ES-Abr,PA,1,0,0.02,1
ES-Abr,VPD,1,-0,1.45,0.95
ES-Abr,WS,1,0.13,0.29,0.78
ES-Abr,P,1,-9999,-9999,-9999
ES-Abr,SW_IN,1,9.23,35.42,0.93
ES-Abr,LW_IN,1,-0,6.19,0.89
ES-Abr,LW_IN_JSB,1,-0,8.54,0.87
ES-Agu,TA,1,0,1.24,0.93
ES-Agu,PA,1,0,0.28,0.72
ES-Agu,VPD,1,0,2.37,0.79
ES-Agu,WS,1,0.03,0.68,0.79
ES-Agu,P,1,-9999,-9999,-9999
ES-Agu,SW_IN,1,5.7,59.92,0.9
ES-Agu,LW_IN,-9999,-9999,-9999,-9999
ES-Agu,LW_IN_JSB,1,-0.01,15.01,0.84
ES-Amo,TA,1,-0,1.05,0.93
ES-Amo,PA,1,0,0.04,0.99
ES-Amo,VPD,1,0,2.09,0.72
ES-Amo,WS,1,0.14,0.77,0.72
ES-Amo,P,1,-9999,-9999,-9999
ES-Amo,SW_IN,1,6.06,51.71,0.92
ES-Amo,LW_IN,-9999,-9999,-9999,-9999
ES-Amo,LW_IN_JSB,1,-0.03,15.23,0.78
ES-Cnd,TA,1,-0,1.16,0.95
ES-Cnd,PA,1,0,0.48,0.28
ES-Cnd,VPD,1,0,1.75,0.93
ES-Cnd,WS,1,0.16,0.4,0.5
ES-Cnd,P,-9999,-9999,-9999,-9999
ES-Cnd,SW_IN,1,7.84,39.45,0.93
ES-Cnd,LW_IN,1,0.01,7.25,0.89
ES-Cnd,LW_IN_JSB,1,-0.05,11.31,0.84
ES-Crg,TA,1,0,0.79,0.92
ES-Crg,PA,1,0,0.04,0.97
ES-Crg,VPD,1,0,1.13,0.83
ES-Crg,WS,1,0.42,0.37,0.57
ES-Crg,P,1,-9999,-9999,-9999
ES-Crg,SW_IN,1,6.03,29.08,0.91
ES-Crg,LW_IN,1,0,3.49,0.89
ES-Crg,LW_IN_JSB,1,0,7.25,0.86
ES-Dnn,TA,1,-0,0.22,0.94
ES-Dnn,PA,1,-0,0.01,0.99
ES-Dnn,VPD,1,0,0.29,0.79
ES-Dnn,WS,1,0.21,0.12,0.59
ES-Dnn,P,-9999,-9999,-9999,-9999
ES-Dnn,SW_IN,1,9.75,14.86,0.89
ES-Dnn,LW_IN,1,0,2.9,0.72
ES-Dnn,LW_IN_JSB,1,-0.18,2.35,0.87
ES-FtD,TA,1,-0,0.91,0.86
ES-FtD,PA,1,-0,0.09,0.88
ES-FtD,VPD,1,-0,1.86,0.75
ES-FtD,WS,1,0.13,0.39,0.6
ES-FtD,P,-9999,-9999,-9999,-9999
ES-FtD,SW_IN,1,10.07,34.11,0.92
ES-FtD,LW_IN,-9999,-9999,-9999,-9999
ES-FtD,LW_IN_JSB,1,-0.12,9.12,0.79
ES-Gdn,TA,1,-0,0.97,0.94
ES-Gdn,PA,1,-0,0.49,0.32
ES-Gdn,VPD,1,-0,1.76,0.89
ES-Gdn,WS,1,0.14,0.39,0.52
ES-Gdn,P,-9999,-9999,-9999,-9999
ES-Gdn,SW_IN,1,7.65,35.73,0.93
ES-Gdn,LW_IN,1,0.02,6.86,0.9
ES-Gdn,LW_IN_JSB,1,-0.1,10.93,0.8
ES-HdD,TA,1,0,0.4,0.94
ES-HdD,PA,-9999,-9999,-9999,-9999
ES-HdD,VPD,1,0,0.73,0.92
ES-HdD,WS,1,0,0.13,0.72
ES-HdD,P,1,-9999,-9999,-9999
ES-HdD,SW_IN,1,17.65,17.84,0.9
ES-HdD,LW_IN,1,0,2.32,0.92
ES-HdD,LW_IN_JSB,1,0.01,3.76,0.83
ES-HeB,TA,1,-0,0.76,0.96
ES-HeB,PA,1,0,0.03,0.99
ES-HeB,VPD,1,-0,1.18,0.93
ES-HeB,WS,1,0.07,0.36,0.68
ES-HeB,P,1,-9999,-9999,-9999
ES-HeB,SW_IN,1,7.3,41.95,0.92
ES-HeB,LW_IN,1,0,5.8,0.89
ES-HeB,LW_IN_JSB,1,-0,9.69,0.85
ES-Hen,TA,1,0,0.65,0.98
ES-Hen,PA,1,0,0.03,0.99
ES-Hen,VPD,1,0,1.3,0.94
ES-Hen,WS,1,0.04,0.27,0.71
ES-Hen,P,1,-9999,-9999,-9999
ES-Hen,SW_IN,1,8.3,45.93,0.9
ES-Hen,LW_IN,1,-0.02,7.3,0.87
ES-Hen,LW_IN_JSB,1,-0.01,10.08,0.86
ES-LJu,TA,1,-0,2.29,0.88
ES-LJu,PA,1,-0,0.09,0.97
ES-LJu,VPD,1,0,2.73,0.79
ES-LJu,WS,1,0.16,1.15,0.44
ES-LJu,P,1,-9999,-9999,-9999
ES-LJu,SW_IN,1,6.51,72.39,0.91
ES-LJu,LW_IN,-9999,-9999,-9999,-9999
ES-LJu,LW_IN_JSB,1,-0.01,16.35,0.84
ES-LM1,TA,1,-0,1.44,0.95
ES-LM1,PA,1,-0,0.15,0.89
ES-LM1,VPD,1,0,2.13,0.94
ES-LM1,WS,1,0.11,0.49,0.69
ES-LM1,P,1,-9999,-9999,-9999
ES-LM1,SW_IN,1,8.25,55.86,0.92
ES-LM1,LW_IN,1,0,8.85,0.91
ES-LM1,LW_IN_JSB,1,0,13.57,0.86
ES-LM2,TA,1,0,0.94,0.98
ES-LM2,PA,1,0,0.14,0.9
ES-LM2,VPD,1,0,1.62,0.96
ES-LM2,WS,1,0.13,0.5,0.7
ES-LM2,P,1,-9999,-9999,-9999
ES-LM2,SW_IN,1,8.46,55.29,0.92
ES-LM2,LW_IN,1,0,8.81,0.91
ES-LM2,LW_IN_JSB,1,0,13.01,0.86
ES-LMa,TA,1,0,0.91,0.96
ES-LMa,PA,1,0,0.04,0.99
ES-LMa,VPD,1,0,1.64,0.94
ES-LMa,WS,1,0.1,0.38,0.7
ES-LMa,P,1,-9999,-9999,-9999
ES-LMa,SW_IN,1,7.78,38.5,0.93
ES-LMa,LW_IN,1,0,6.52,0.91
ES-LMa,LW_IN_JSB,1,0,9.91,0.85
ES-LgS,TA,1,-0,0.82,0.89
ES-LgS,PA,-9999,-9999,-9999,-9999
ES-LgS,VPD,1,-0,0.79,0.77
ES-LgS,WS,1,0.41,0.42,0.3
ES-LgS,P,1,-9999,-9999,-9999
ES-LgS,SW_IN,1,13.28,38.03,0.87
ES-LgS,LW_IN,-9999,-9999,-9999,-9999
ES-LgS,LW_IN_JSB,1,0,6.28,0.82
ES-Ln2,TA,1,-0,0.31,0.88
ES-Ln2,PA,1,-0,0.02,0.95
ES-Ln2,VPD,1,-0,0.43,0.75
ES-Ln2,WS,1,0.34,0.34,0.55
ES-Ln2,P,-9999,-9999,-9999,-9999
ES-Ln2,SW_IN,1,11.07,17.94,0.86
ES-Ln2,LW_IN,-9999,-9999,-9999,-9999
ES-Ln2,LW_IN_JSB,1,-0.01,3.22,0.76
ES-Mcd,TA,1,-0,1,0.94
ES-Mcd,PA,1,-0,0.02,1
ES-Mcd,VPD,1,-0,1.49,0.85
ES-Mcd,WS,1,0.12,0.27,0.69
ES-Mcd,P,1,-9999,-9999,-9999
ES-Mcd,SW_IN,1,5.86,36.41,0.92
ES-Mcd,LW_IN,1,-0,7.88,0.9
ES-Mcd,LW_IN_JSB,1,-0.03,11.18,0.88
ES-MtB,TA,1,-0,0.89,0.87
ES-MtB,PA,1,-0,0.02,0.99
ES-MtB,VPD,1,0,1.49,0.73
ES-MtB,WS,1,0.25,0.42,0.57
ES-MtB,P,-9999,-9999,-9999,-9999
ES-MtB,SW_IN,1,9.55,34.11,0.92
ES-MtB,LW_IN,1,0,5.21,0.86
ES-MtB,LW_IN_JSB,1,-0.11,8.3,0.81
ES-MtN,TA,1,-0,0.26,0.89
ES-MtN,PA,-9999,-9999,-9999,-9999
ES-MtN,VPD,1,-0.01,0.52,0.75
ES-MtN,WS,1,0.14,0.13,0.61
ES-MtN,P,-9999,-9999,-9999,-9999
ES-MtN,SW_IN,1,7.06,12.7,0.93
ES-MtN,LW_IN,1,-0,1.77,0.9
ES-MtN,LW_IN_JSB,1,0,3.21,0.77
ES-Mzn,TA,1,0,0.57,0.91
ES-Mzn,PA,1,0,0.01,0.99
ES-Mzn,VPD,1,0.01,0.92,0.84
ES-Mzn,WS,1,0.28,0.22,0.68
ES-Mzn,P,-9999,-9999,-9999,-9999
ES-Mzn,SW_IN,1,11.03,23.75,0.9
ES-Mzn,LW_IN,-9999,-9999,-9999,-9999
ES-Mzn,LW_IN_JSB,1,-0.37,5.53,0.83
ES-Pdu,TA,1,-0,0.64,0.93
ES-Pdu,PA,1,-0,0.07,0.88
ES-Pdu,VPD,1,0,0.67,0.56
ES-Pdu,WS,1,0.1,0.34,0.62
ES-Pdu,P,-9999,-9999,-9999,-9999
ES-Pdu,SW_IN,1,4.17,28.33,0.93
ES-Pdu,LW_IN,-9999,-9999,-9999,-9999
ES-Pdu,LW_IN_JSB,1,-0.14,4.68,0.69
ES-Pzb,TA,1,0,0.7,0.96
ES-Pzb,PA,-9999,-9999,-9999,-9999
ES-Pzb,VPD,1,0,1.38,0.95
ES-Pzb,WS,1,0.13,0.17,0.57
ES-Pzb,P,1,-9999,-9999,-9999
ES-Pzb,SW_IN,1,6.36,31.62,0.93
ES-Pzb,LW_IN,1,0.02,5.22,0.91
ES-Pzb,LW_IN_JSB,1,-0.1,7.59,0.86
ES-Srn,TA,1,0,0.51,0.94
ES-Srn,PA,1,-0,0.02,0.99
ES-Srn,VPD,1,-0,0.9,0.86
ES-Srn,WS,1,0.18,0.22,0.72
ES-Srn,P,-9999,-9999,-9999,-9999
ES-Srn,SW_IN,1,10.73,23.15,0.91
ES-Srn,LW_IN,-9999,-9999,-9999,-9999
ES-Srn,LW_IN_JSB,1,-0.28,6.11,0.81
ES-TzM,TA,1,0,0.72,0.94
ES-TzM,PA,1,0,0.01,0.99
ES-TzM,VPD,1,0.03,17.8,0.04
ES-TzM,WS,1,0.07,0.17,0.77
ES-TzM,P,-9999,-9999,-9999,-9999
ES-TzM,SW_IN,1,7.38,31.08,0.93
ES-TzM,LW_IN,1,0.02,4.03,0.89
ES-TzM,LW_IN_JSB,1,-0.25,12.65,0.72
ES-VDA,TA,1,-0,0.69,0.9
ES-VDA,PA,1,0,0.03,0.98
ES-VDA,VPD,1,-0,0.7,0.7
ES-VDA,WS,1,0.27,0.3,0.41
ES-VDA,P,1,-9999,-9999,-9999
ES-VDA,SW_IN,1,8.44,29.45,0.89
ES-VDA,LW_IN,1,-0,6.37,0.8
ES-VDA,LW_IN_JSB,1,-0,6.87,0.82
ES-Yst,TA,1,0,0.96,0.93
ES-Yst,PA,1,0,0.02,0.99
ES-Yst,VPD,1,-0,1.44,0.89
ES-Yst,WS,1,0.15,0.29,0.58
ES-Yst,P,1,-9999,-9999,-9999
ES-Yst,SW_IN,1,8.16,45.81,0.89
ES-Yst,LW_IN,1,-0,8.19,0.84
ES-Yst,LW_IN_JSB,1,0.01,11.91,0.74
FI-Ant,TA,1,0,0.19,0.99
FI-Ant,PA,1,-0,0.01,1
FI-Ant,VPD,1,0,0.16,0.95
FI-Ant,WS,1,-0.04,0.13,0.71
FI-Ant,P,1,-9999,-9999,-9999
FI-Ant,SW_IN,1,4.5,11.08,0.91
FI-Ant,LW_IN,1,-0,3.1,0.89
FI-Ant,LW_IN_JSB,1,-0.01,5.36,0.85
FI-Hyy,TA,1,0,1.19,0.99
FI-Hyy,PA,1,-0,0.19,0.98
FI-Hyy,VPD,1,0,1.04,0.94
FI-Hyy,WS,1,0.12,3.63,0.21
FI-Hyy,P,1,-9999,-9999,-9999
FI-Hyy,SW_IN,1,3.82,59.6,0.91
FI-Hyy,LW_IN,1,-0,11.9,0.9
FI-Hyy,LW_IN_JSB,1,-0.08,26.75,0.83
FI-Jok,TA,1,0,0.44,0.99
FI-Jok,PA,-9999,-9999,-9999,-9999
FI-Jok,VPD,1,0,0.37,0.93
FI-Jok,WS,1,-0.12,0.32,0.75
FI-Jok,P,-9999,-9999,-9999,-9999
FI-Jok,SW_IN,1,2.38,19.81,0.92
FI-Jok,LW_IN,-9999,-9999,-9999,-9999
FI-Jok,LW_IN_JSB,1,0.03,9.24,0.87
FI-Ken,TA,1,-0,0.89,0.98
FI-Ken,PA,-9999,-9999,-9999,-9999
FI-Ken,VPD,1,-0,0.44,0.95
FI-Ken,WS,1,0.05,0.44,0.8
FI-Ken,P,1,-9999,-9999,-9999
FI-Ken,SW_IN,1,2.77,26.84,0.91
FI-Ken,LW_IN,-9999,-9999,-9999,-9999
FI-Ken,LW_IN_JSB,1,-0,17.18,0.8
FI-Let,TA,1,-0,0.84,0.99
FI-Let,PA,1,0,0.14,0.96
FI-Let,VPD,1,-0,0.65,0.95
FI-Let,WS,1,0.01,0.37,0.82
FI-Let,P,1,-9999,-9999,-9999
FI-Let,SW_IN,1,2.68,41.47,0.91
FI-Let,LW_IN,1,0.04,9.81,0.74
FI-Let,LW_IN_JSB,1,0.01,19.09,0.82
FI-Nsv,TA,1,-0,0.45,0.99
FI-Nsv,PA,-9999,-9999,-9999,-9999
FI-Nsv,VPD,1,-0,0.32,0.95
FI-Nsv,WS,1,-0.07,0.27,0.79
FI-Nsv,P,-9999,-9999,-9999,-9999
FI-Nsv,SW_IN,1,4.47,20.17,0.91
FI-Nsv,LW_IN,1,0,5.87,0.91
FI-Nsv,LW_IN_JSB,1,-0.01,8.66,0.87
FI-Pap,TA,1,0,0.26,0.98
FI-Pap,PA,1,-0,0.01,1
FI-Pap,VPD,1,-0,0.19,0.93
FI-Pap,WS,1,-0.07,0.14,0.72
FI-Pap,P,1,-9999,-9999,-9999
FI-Pap,SW_IN,1,4.22,11.09,0.91
FI-Pap,LW_IN,1,0,3.05,0.89
FI-Pap,LW_IN_JSB,1,-0.01,5.27,0.85
FI-Qvd,TA,1,-0,0.66,0.98
FI-Qvd,PA,-9999,-9999,-9999,-9999
FI-Qvd,VPD,1,-0.01,0.61,0.9
FI-Qvd,WS,1,-0.04,0.34,0.67
FI-Qvd,P,1,-9999,-9999,-9999
FI-Qvd,SW_IN,1,2.08,28.55,0.91
FI-Qvd,LW_IN,-9999,-9999,-9999,-9999
FI-Qvd,LW_IN_JSB,1,-0,11.83,0.82
FI-Rk2,TA,1,-0,0.38,0.99
FI-Rk2,PA,-9999,-9999,-9999,-9999
FI-Rk2,VPD,1,0,0.39,0.95
FI-Rk2,WS,1,0.02,0.2,0.81
FI-Rk2,P,1,-9999,-9999,-9999
FI-Rk2,SW_IN,1,3.79,24.78,0.9
FI-Rk2,LW_IN,1,0,6.37,0.9
FI-Rk2,LW_IN_JSB,1,0,9.98,0.84
FI-Ruk,TA,1,-0,0.58,0.98
FI-Ruk,PA,-9999,-9999,-9999,-9999
FI-Ruk,VPD,1,-0,0.43,0.91
FI-Ruk,WS,1,-0.03,0.26,0.81
FI-Ruk,P,-9999,-9999,-9999,-9999
FI-Ruk,SW_IN,1,3.5,22.49,0.93
FI-Ruk,LW_IN,-9999,-9999,-9999,-9999
FI-Ruk,LW_IN_JSB,1,0,10.83,0.84
FI-Sar,TA,1,0,0.27,0.98
FI-Sar,PA,1,0,0.01,1
FI-Sar,VPD,1,0,0.21,0.92
FI-Sar,WS,1,-0.07,0.13,0.76
FI-Sar,P,1,-9999,-9999,-9999
FI-Sar,SW_IN,1,4.8,10.82,0.91
FI-Sar,LW_IN,1,0,1.25,0.82
FI-Sar,LW_IN_JSB,1,-0,5.3,0.85
FI-Si2,TA,1,-0,0.38,0.98
FI-Si2,PA,-9999,-9999,-9999,-9999
FI-Si2,VPD,1,-0,0.39,0.92
FI-Si2,WS,1,-0.05,0.2,0.77
FI-Si2,P,-9999,-9999,-9999,-9999
FI-Si2,SW_IN,1,3.73,20.86,0.9
FI-Si2,LW_IN,-9999,-9999,-9999,-9999
FI-Si2,LW_IN_JSB,1,0.05,7.99,0.8
FI-Sii,TA,1,0,0.7,0.98
FI-Sii,PA,1,-0,0.03,1
FI-Sii,VPD,1,0,0.59,0.94
FI-Sii,WS,1,0.17,3.23,0.08
FI-Sii,P,1,-9999,-9999,-9999
FI-Sii,SW_IN,1,4.18,30.82,0.91
FI-Sii,LW_IN,1,0,8.22,0.9
FI-Sii,LW_IN_JSB,1,-0,13.96,0.84
FI-Sod,TA,1,-0,0.33,0.99
FI-Sod,PA,1,0,0.01,1
FI-Sod,VPD,1,-0,0.24,0.94
FI-Sod,WS,1,0.53,2.77,0.01
FI-Sod,P,1,-9999,-9999,-9999
FI-Sod,SW_IN,1,4.7,12.46,0.91
FI-Sod,LW_IN,1,0.01,4.14,0.92
FI-Sod,LW_IN_JSB,1,0.01,7.14,0.87
FI-Var,TA,1,0,0.9,0.98
FI-Var,PA,1,0,0.04,1
FI-Var,VPD,1,-0,0.5,0.94
FI-Var,WS,1,0.11,0.45,0.78
FI-Var,P,1,-9999,-9999,-9999
FI-Var,SW_IN,1,3.31,28.44,0.91
FI-Var,LW_IN,-9999,-9999,-9999,-9999
FI-Var,LW_IN_JSB,1,-0,16.71,0.82
FR-Aur,TA,1,0,1.37,0.96
FR-Aur,PA,1,-0,0.17,0.94
FR-Aur,VPD,1,0,1.72,0.88
FR-Aur,WS,1,0.11,0.87,0.72
FR-Aur,P,1,-9999,-9999,-9999
