site_id,nee_annual_ref,nee_annual_25,nee_annual_75,half_width_site,location_lat,location_long
US-xSJ,175.25134346111997,140.00466423744,201.855952122624,30.92564394259199,37.1088,-119.7323
US-xSL,117.34500557951998,110.2444546176,123.42564025920001,6.590592820800005,40.4619,-103.0293
US-xSP,-6.304812094079999,-24.794598495168017,3.3093263370239967,14.051962416096007,37.0334,-119.26220000000001
US-xSR,49.505250870432,38.457071535168,60.321089810880004,10.932009137856003,31.9107,-110.8355
US-xST,-343.771664523264,-351.59227253913593,-334.098272706048,8.746999916543956,45.5089,-89.5864
US-xTE,-218.80973387001598,-264.25421665055995,-194.61831941491195,34.817948617824,37.0058,-119.006
US-xTL,-19.786816062719996,-28.87248666297601,-10.248835049856,9.311825806560005,68.6611,-149.3705
US-xTR,-243.25804363967995,-263.53083049919996,-223.56574280063998,19.982543849279992,45.4937,-89.5857
US-xUK,-75.65284355328002,-96.2421028128,-48.978555026688,23.631773893056,39.0404,-95.1921
US-xUN,-333.245805537024,-339.351257320704,-322.32354824448,8.513854538112014,46.2339,-89.5373
US-xWD,30.214759276799995,22.850916773759984,36.003645037439995,6.5763641318400055,47.1282,-99.2414
US-xWR,-46.89370107072,-83.52541619424001,-20.093035623552005,31.716190285344002,45.8205,-121.9519
VU-Coc,-470.14662366720006,-537.644532358656,-433.3477197312,52.148406313727975,-15.444423,167.19131
ZA-BfK,-40.544132279328,-53.80934758271998,-27.382554920735995,13.213396330991992,-28.856483,24.83985
ZA-BfS,-226.28840797440003,-235.12034148768,-219.111456763584,8.00444236204801,-28.8906,24.86112
ZA-Spk,-287.5991707584001,-329.0415996672,-223.08911519615998,52.976242235520004,-28.70408,29.52614
ZA-Uby,-347.29051641408,-355.72643805888003,-342.571930252416,6.57725390323202,-27.3952,32.5889
ZM-Mon,58.14785942208001,20.594993644799985,75.78392528563201,27.594465820416012,-15.4391,23.2525
