site_id,n_own_years,tower_nee,tower_half_width,model_median,model_min,model_max,n_models,diff_tower_minus_model
US-Wjs,14,-133.98937147273128,5.096066675266854,-2.434356112128765,-62.085310420415745,9.842803505711235,17,-131.5550153606025
US-Wkg,17,-5.627432643510858,12.144094194281141,-12.194938046588186,-59.6750573749822,1.8487524917812184,17,6.5675054030773286
US-xAB,2,-21.50785889280001,60.69645459791998,-82.63167586375606,-174.8973201720756,1.4432845814578208,17,61.12381697095605
US-xAE,2,5.588852710464005,5.023171564127993,-74.18790568127898,-235.2045143683543,6.387069276274616,17,79.77675839174299
US-xBA,2,22.683108072384,9.308203326720001,-0.017164647873677236,-40.81108124694839,64.42288466110264,15,22.70027272025768
US-xBL,2,-288.9843435590399,43.140161139839975,-86.46804536004589,-210.1311859497507,14.195414380098011,17,-202.51629819899404
US-xBN,2,21.266824193856003,9.868271741135999,-38.27788887915081,-137.30332536816422,9.810376796675676,17,59.54471307300681
US-xBR,2,-218.78732525760006,50.04433158047998,-64.79640775080566,-185.6623524470375,59.991260168879435,17,-153.9909175067944
US-xCL,2,-143.598663167616,14.85051933830401,-108.59008769287257,-263.5579395410155,58.825211801412834,17,-35.008575474743424
US-xCP,2,56.67773287968001,4.26134076336,-5.725438182617176,-80.456285320935,72.51965955395161,17,62.40317106229718
US-xDC,2,51.33430695168,6.7170991305599905,-24.697854220439165,-263.0526006837597,255.17083279633454,17,76.03216117211916
US-xDJ,2,15.741417020140798,9.877069088927996,-32.483123250517316,-145.9050716432854,-4.411989261992073,17,48.22454027065811
US-xDL,2,-455.7751462656,17.70424231680002,-127.41400601739625,-313.76965055579967,-50.78425922154919,17,-328.3611402482037
US-xDS,2,-117.2522761515648,18.235979185305617,-91.07842443084712,-247.27495948486322,65.7545908203125,17,-26.17385172071768
US-xGR,2,353.30983674624,60.07931544499206,-107.03991927996387,-223.21611142463476,-30.519083347118922,17,460.34975602620386
US-xHA,2,-381.38789132928,16.744231448639994,-66.89480629419081,-179.11015689481866,21.47553384894742,17,-314.4930850350892
US-xHE,2,26.475768117503996,12.071448480960004,-26.253249318336998,-191.38312721986375,25.37745482238364,17,52.729017435840994
US-xJE,2,-67.92290873279997,25.02213056928,-138.05370010943375,-377.5673266239281,-15.141420941015443,17,70.13079137663378
US-xJR,2,29.9078409867264,6.0534906368832,1.3622618533983553,-27.797995453325825,129.40105506509772,17,28.545579133328044
US-xKA,1,-130.76976222144003,12.880986819840004,-124.63223520624523,-248.99157133645042,195.06457838189618,17,-6.137527015194806
US-xKZ,2,-168.00585522047996,13.15251752543999,-106.55598628129248,-248.4289707148547,190.29223946979639,17,-61.44986893918748
US-xMB,2,38.251286551872,7.872923620223995,0.28316806988065624,-54.41012227470133,96.47378879937605,17,37.96811848199134
US-xML,2,41.744732901119974,23.236638713279987,-105.34376525561936,-196.4894989624318,12.64259666878878,17,147.08849815673932
US-xNG,2,-12.473411970239995,8.172059010480002,-14.023192287028849,-233.01103923040324,180.06547131246762,17,1.549780316788853
US-xNQ,2,7.0530147055872066,13.029041953065597,-23.654517411217512,-101.77609922523254,90.53369754204905,17,30.707532116804718
US-xPU,2,-432.94596773183997,23.850440038079938,-62.1348891122213,-209.88778686523438,109.05616342809303,17,-370.8110786196187
US-xRM,2,85.15919194847999,17.35468574820481,-21.011029620617045,-58.55470457317238,19.97419153719481,17,106.17022156909704
US-xSB,2,-63.17729153279999,10.882858857119999,-92.55325817960195,-309.73445632021526,-0.5258421391652714,17,29.375966646801963
US-xSC,1,-14.851629849600016,31.427178335999983,-79.4011747551148,-178.44838362279063,76.37467178303237,17,64.54954490551478
US-xSE,2,-417.42801626112004,18.938962080863945,-79.1322415126951,-162.29219973217818,82.10319815814208,17,-338.29577474842495
US-xSJ,2,175.25134346111997,30.92564394259199,-30.98739859555306,-172.35514775276414,56.109554306804455,17,206.23874205667303
US-xSL,2,117.34500557951998,6.590592820800005,-13.909412696905925,-170.7119391093062,33.131987844718275,17,131.2544182764259
US-xSP,2,-6.304812094079999,14.051962416096007,-33.993181295410864,-169.2750356329757,37.25553978678465,17,27.688369201330865
US-xSR,2,49.505250870432,10.932009137856003,8.578267703396707,-34.63920174641373,175.349783346103,17,40.926983167035296
US-xST,2,-343.771664523264,8.746999916543956,-67.03777747517981,-177.88168772939463,7.4878087854732485,17,-276.73388704808417
US-xTE,2,-218.80973387001598,34.817948617824,-39.147119299754564,-165.46696319565424,37.95220409709472,17,-179.6626145702614
US-xTL,1,-19.786816062719996,9.311825806560005,-17.85827296251974,-133.91101087966345,13.475956276617675,17,-1.9285431002002547
US-xTR,2,-243.25804363967995,19.982543849279992,-67.31622043200886,-176.7539770351009,5.750285477435007,17,-175.9418232076711
US-xUK,1,-75.65284355328002,23.631773893056,-76.4136199965426,-266.2415400513228,54.22854095031545,17,0.7607764432625714
US-xUN,2,-333.245805537024,8.513854538112014,-40.48935396103787,-148.50320993199279,35.05946446729626,17,-292.75645157598615
US-xWD,2,30.214759276799995,6.5763641318400055,-25.379196865417562,-258.0516985095867,271.3302864178239,17,55.59395614221756
US-xWR,2,-46.89370107072,31.716190285344002,-75.15805388419494,-177.28082227006212,2.9551424719512944,17,28.264352813474943
VU-Coc,4,-470.14662366720006,52.148406313727975,-71.0900345939156,-214.69769486129928,95.46103854958875,12,-399.05658907328444
ZA-BfK,1,-40.544132279328,13.213396330991992,-69.05653228117522,-282.66794314387937,14.582686065271092,17,28.512400001847226
ZA-BfS,1,-226.28840797440003,8.00444236204801,-69.54516781177735,-270.8014164154319,14.105128027469252,17,-156.74324016262267
ZM-Mon,3,58.14785942208001,27.594465820416012,-94.54268856236169,-240.54035061977893,178.80749414182503,17,152.6905479844417
